"","pano_id","geometry","direction"
"3269","TMX7316010203-000434_pano_0000_000244","4.85744300281271 52.3217379834802",4
"3270","TMX7316010203-000434_pano_0000_000245","4.8574402924407 52.3216930514101",1
"3271","TMX7316010203-000434_pano_0000_000245","4.8574402924407 52.3216930514101",3
"3272","TMX7316010203-000434_pano_0000_000246","4.85743766212181 52.3216479814255",2
"3273","TMX7316010203-000434_pano_0000_000247","4.85743526810264 52.3216026965957",2
"3274","TMX7316010203-000434_pano_0000_000247","4.85743526810264 52.3216026965957",4
"3275","TMX7316010203-000434_pano_0000_000248","4.8574334574157 52.3215575287386",3
"3276","TMX7316010203-000434_pano_0000_000249","4.85743174535867 52.3215123583443",3
"3277","TMX7316010203-000434_pano_0000_000254","4.85742381742395 52.321287378484",4
"3278","TMX7316010203-000434_pano_0000_000255","4.85742133858428 52.321242099463",4
"3279","TMX7316010203-000434_pano_0000_000256","4.85741845882285 52.321197207692",3
"3280","TMX7316010203-000227_pano_0001_000136","4.89116201715466 52.3741852202905",2
"3281","TMX7316010203-000227_pano_0001_000137","4.89123837803789 52.374262161795",4
"3282","TMX7316010203-000336_pano_0000_012957","4.98926653462952 52.2995289290648",2
"3283","TMX7316010203-000336_pano_0000_012958","4.98926702960033 52.2995743732409",1
"3284","TMX7316010203-000336_pano_0000_012960","4.98926760122844 52.2996660974899",2
"3285","TMX7316010203-000336_pano_0000_012961","4.98926714796709 52.29971150162",2
"3286","TMX7316010203-000336_pano_0000_012962","4.98926640476417 52.2997571728503",1
"3287","TMX7316010203-000336_pano_0000_012963","4.9892654795191 52.2998030484113",1
"3288","TMX7316010203-000336_pano_0000_012970","4.98925459123959 52.3001220945218",2
"3289","TMX7316010203-000336_pano_0000_012971","4.98925302923387 52.3001675269143",1
"3290","TMX7316010203-000263_pano_0001_000788","4.87348347419504 52.3508987842094",2
"3291","TMX7316010203-000263_pano_0001_000792","4.87343166040493 52.3512655881392",1
"3292","TMX7316010203-000263_pano_0001_000792","4.87343166040493 52.3512655881392",2
"3293","TMX7316010203-000263_pano_0001_000793","4.87342295070924 52.3513582853206",1
"3294","TMX7316010203-000434_pano_0000_003826","4.85472773600224 52.296861919157",4
"3295","TMX7316010203-000434_pano_0000_003827","4.85472880650744 52.2968161334417",3
"3296","TMX7316010203-000434_pano_0000_003828","4.85472969596298 52.2967705518",3
"3297","TMX7316010203-000434_pano_0000_003828","4.85472969596298 52.2967705518",4
"3298","TMX7316010203-000434_pano_0000_003829","4.85473130173385 52.2967248763877",4
"3299","TMX7316010203-000434_pano_0000_003830","4.85473412353754 52.2966794722324",3
"3300","TMX7316010203-000494_pano_0000_003028","5.28706411199168 52.3949147462882",2
"3301","TMX7316010203-000494_pano_0000_003029","5.28712928691442 52.394907452959",2
"3302","TMX7316010203-000494_pano_0000_003035","5.2874889848512 52.3950734621808",3
"3303","TMX7316010203-000494_pano_0000_003036","5.28754983206882 52.3950999037018",2
"3304","TMX7316010203-000494_pano_0000_003037","5.28761087027402 52.395126146819",1
"3305","TMX7316010203-000415_pano_0000_004384","4.85670396743586 52.3109832465032",2
"3306","TMX7316010203-000415_pano_0000_004385","4.8567067374874 52.3110283384568",2
"3307","TMX7316010203-000415_pano_0000_004386","4.85671043397631 52.3110737608277",1
"3308","TMX7316010203-000415_pano_0000_004393","4.8567283390032 52.3113897399629",2
"3309","TMX7316010203-000415_pano_0000_004394","4.85672760599328 52.3114352240962",2
"3310","TMX7316010203-000415_pano_0000_004395","4.85672724994137 52.3114806329861",1
"3311","TMX7316010203-000279_pano_0000_005738","4.84705219503156 52.3941886955044",4
"3312","TMX7316010203-000279_pano_0000_005742","4.8470685946649 52.3938315128636",3
"3313","TMX7316010203-000279_pano_0000_005759","4.84715972577306 52.3923399009931",4
"3314","TMX7316010203-000279_pano_0000_005760","4.84718431659173 52.3922512444895",3
"3315","TMX7316010203-000458_pano_0000_000367","4.86337594921554 52.3135726845281",2
"3316","TMX7316010203-000458_pano_0000_000368","4.86337750188402 52.3136174427038",1
"3317","TMX7316010203-000458_pano_0000_000375","4.86339134314893 52.3139294655267",2
"3318","TMX7316010203-000458_pano_0000_000376","4.86339387767976 52.3139741640926",2
"3319","TMX7316010203-000458_pano_0000_000377","4.86339660298513 52.3140185870233",1
"3320","TMX7316010203-000458_pano_0000_000377","4.86339660298513 52.3140185870233",2
"3321","TMX7316010203-000458_pano_0000_000378","4.86339934562787 52.3140629082658",1
"3322","TMX7316010203-000458_pano_0000_000379","4.8634025105793 52.3141075134366",1
"3323","TMX7316010203-000261_pano_0000_000301","5.21634336382245 52.3701756661861",2
"3324","TMX7316010203-000261_pano_0000_000302","5.21645181903232 52.370120478525",3
"3325","TMX7316010203-000261_pano_0000_000305","5.21686948773294 52.3700592184863",3
"3326","TMX7316010203-000261_pano_0000_000316","5.21779882991044 52.3694876051845",2
"3327","TMX7316010203-000261_pano_0000_000317","5.21793556585379 52.3695276142871",2
"3328","TMX7316010203-000337_pano_0000_016095","4.96909314110474 52.3202857208439",4
"3329","TMX7316010203-000337_pano_0000_016096","4.96912820377503 52.3202455622391",3
"3330","TMX7316010203-000337_pano_0000_016097","4.96916364729217 52.3202054986379",3
"3331","TMX7316010203-000337_pano_0000_016097","4.96916364729217 52.3202054986379",4
"3332","TMX7316010203-000337_pano_0000_016098","4.96919991797803 52.3201658459757",3
"3333","TMX7316010203-000337_pano_0000_016099","4.96923665892107 52.3201262718406",2
"3334","TMX7316010203-000337_pano_0000_016106","4.96949219665055 52.3198481947712",3
"3335","TMX7316010203-000337_pano_0000_016107","4.96952799318693 52.3198083116925",3
"3336","TMX7316010203-000337_pano_0000_016107","4.96952799318693 52.3198083116925",4
"3337","TMX7316010203-000337_pano_0000_016108","4.96956364747214 52.3197681947306",3
"3338","TMX7316010203-000337_pano_0000_016109","4.96959934478201 52.3197279411557",3
"3339","TMX7316010203-000337_pano_0000_016110","4.96963464659194 52.3196876570304",2
"3340","TMX7316010203-000415_pano_0000_001705","4.85721148725108 52.3179185258018",1
"3341","TMX7316010203-000415_pano_0000_001706","4.85721513535582 52.317963273496",1
"3342","TMX7316010203-000415_pano_0000_001724","4.85729735736024 52.318765687219",2
"3343","TMX7316010203-000415_pano_0000_001725","4.85730213790489 52.3188100531634",1
"3344","TMX7316010203-000415_pano_0000_001725","4.85730213790489 52.3188100531634",2
"3345","TMX7316010203-000415_pano_0000_001726","4.85730721146644 52.3188545792748",1
"3346","TMX7316010203-000221_pano_0000_000093","4.91871587028449 52.3637077151363",3
"3347","TMX7316010203-000221_pano_0000_000097","4.91913753450284 52.3636745428571",2
"3348","TMX7316010203-000264_pano_0001_001953","4.84099378552679 52.3515330693134",4
"3349","TMX7316010203-000264_pano_0001_001954","4.84110475461803 52.3514801295902",2
"3350","TMX7316010203-000448_pano_0000_007370","4.82838807559904 52.2827329915045",4
"3351","TMX7316010203-000448_pano_0000_007371","4.82840826361253 52.2826903123977",4
"3352","TMX7316010203-000448_pano_0000_007372","4.8284315238228 52.2826482127734",3
"3353","TMX7316010203-000448_pano_0000_007372","4.8284315238228 52.2826482127734",4
"3354","TMX7316010203-000448_pano_0000_007373","4.82846589373315 52.2826093071508",3
"3355","TMX7316010203-000448_pano_0000_007375","4.82856561408523 52.282545571337",1
"3356","TMX7316010203-000448_pano_0000_007376","4.82862911604653 52.2825236348315",3
"3357","TMX7316010203-000448_pano_0000_007377","4.82869830440329 52.2825088112201",2
"3358","TMX7316010203-000448_pano_0000_007377","4.82869830440329 52.2825088112201",3
"3359","TMX7316010203-000448_pano_0000_007378","4.8287684949474 52.2824959468129",3
"3360","TMX7316010203-000448_pano_0000_007379","4.82883820691807 52.2824821005386",2
"3361","TMX7316010203-000266_pano_0000_002408","4.8492460642977 52.3728234816775",1
"3362","TMX7316010203-000266_pano_0000_002409","4.84910891414997 52.3728032860953",1
"3363","TMX7316010203-000266_pano_0000_002410","4.84897498415755 52.3727783136994",4
"3364","TMX7316010203-000266_pano_0000_002412","4.84882963984137 52.3726546786645",4
"3365","TMX7316010203-000266_pano_0000_002413","4.84886503491701 52.3725692556816",3
"3366","TMX7316010203-000230_pano_0000_000138","4.9216750694554 52.3459586672607",1
"3367","TMX7316010203-000230_pano_0000_000140","4.92138012665862 52.3459623490352",4
"3368","TMX7316010203-000230_pano_0000_000165","4.91933593293097 52.3475388378519",1
"3369","TMX7316010203-000469_pano_0000_000954","4.77274312563872 52.2409365679373",4
"3370","TMX7316010203-000469_pano_0000_000955","4.77271143541105 52.2408965587223",4
"3371","TMX7316010203-000469_pano_0000_000956","4.77266388800099 52.2408624129156",3
"3372","TMX7316010203-000289_pano_0000_004255","4.75904868122035 52.3836026106353",2
"3373","TMX7316010203-000454_pano_0000_000161","4.8609478733495 52.2840332300638",3
"3374","TMX7316010203-000454_pano_0000_000161","4.8609478733495 52.2840332300638",4
"3375","TMX7316010203-000454_pano_0000_000162","4.8610113365004 52.284009271326",2
"3376","TMX7316010203-000454_pano_0000_000162","4.8610113365004 52.284009271326",3
"3377","TMX7316010203-000454_pano_0000_000163","4.86110515240786 52.2839787659132",2
"3378","TMX7316010203-000454_pano_0000_000213","4.86444875349023 52.2830261245834",3
"3379","TMX7316010203-000454_pano_0000_000214","4.86451684001354 52.2830081908552",2
"3380","TMX7316010203-000454_pano_0000_000215","4.86458572128154 52.2829910046583",3
"3381","TMX7316010203-000503_pano_0000_003522","4.99883461126775 52.3800953916947",3
"3382","TMX7316010203-000468_pano_0000_004258","4.7879477593469 52.2587938797977",3
"3383","TMX7316010203-000468_pano_0000_004259","4.78800178483693 52.2588249237029",2
"3384","TMX7316010203-000335_pano_0000_010437","4.96684729515214 52.3004263805505",3
"3385","TMX7316010203-000335_pano_0000_010438","4.96691475253805 52.3004403932334",2
"3386","TMX7316010203-000496_pano_0000_001140","5.30915233636413 52.4051819746945",1
"3387","TMX7316010203-000496_pano_0000_001141","5.30909238031356 52.4051556931744",2
"3388","TMX7316010203-000496_pano_0000_001141","5.30909238031356 52.4051556931744",4
"3389","TMX7316010203-000496_pano_0000_001142","5.30903248419912 52.4051296035764",3
"3390","TMX7316010203-000496_pano_0000_002546","5.3110843055907 52.4030817276202",4
"3391","TMX7316010203-000496_pano_0000_002547","5.31112908635611 52.4030463156667",3
"3392","TMX7316010203-000305_pano_0000_001407","4.81528891867886 52.3833869246713",1
"3393","TMX7316010203-000305_pano_0000_001408","4.81513959803398 52.3833831869305",1
"3394","TMX7316010203-000414_pano_0000_000662","4.87543332756521 52.3121751720256",1
"3395","TMX7316010203-000500_pano_0000_000435","4.92186957848176 52.341555584631",1
"3396","TMX7316010203-000259_pano_0008_001641","4.85753760326546 52.3411066476205",2
"3397","TMX7316010203-000259_pano_0008_001642","4.857682702485 52.3411216943194",3
"3398","TMX7316010203-000259_pano_0008_001643","4.85780358122287 52.3411695803893",2
"3399","TMX7316010203-000321_pano_0000_001548","4.83717109752046 52.3967144817939",4
"3400","TMX7316010203-000321_pano_0000_001549","4.83722220172891 52.3966829494274",3
"3401","TMX7316010203-000321_pano_0000_001550","4.83728193806065 52.3966569525457",2
"3402","TMX7316010203-000321_pano_0000_001555","4.83760185676101 52.3965476538882",3
"3403","TMX7316010203-000321_pano_0000_001556","4.83766665963451 52.3965255519505",3
"3404","TMX7316010203-000321_pano_0000_001561","4.83802050710898 52.3964570557431",3
"3405","TMX7316010203-000321_pano_0000_001562","4.83809139567194 52.3964448833504",3
"3406","TMX7316010203-000321_pano_0000_001563","4.83816195008942 52.396432375714",3
"3407","TMX7316010203-000321_pano_0000_001564","4.83823258779675 52.3964195151323",2
"3408","TMX7316010203-000322_pano_0000_008294","4.80257589898734 52.3942192006416",1
"3409","TMX7316010203-000322_pano_0000_008296","4.80257514486119 52.3941287256434",2
"3410","TMX7316010203-000306_pano_0000_000228","4.9146167388734 52.3861866830891",3
"3411","TMX7316010203-000306_pano_0000_000229","4.91465266030615 52.3861485278091",3
"3412","TMX7316010203-000306_pano_0000_000233","4.9147744468116 52.3862018897914",2
"3413","TMX7316010203-000306_pano_0000_000234","4.91471392689603 52.3862346707399",1
"3414","TMX7316010203-000306_pano_0000_000235","4.91465560348232 52.3862681584828",2
"3415","TMX7316010203-000306_pano_0000_000235","4.91465560348232 52.3862681584828",4
"3416","TMX7316010203-000306_pano_0000_000236","4.9146009751455 52.3863029016245",1
"3417","TMX7316010203-000306_pano_0000_000236","4.9146009751455 52.3863029016245",4
"3418","TMX7316010203-000306_pano_0000_000237","4.91454905227526 52.3863378826427",4
"3419","TMX7316010203-000306_pano_0000_000255","4.91369322345649 52.3869421714109",2
"3420","TMX7316010203-000306_pano_0000_000256","4.91365086080928 52.3869762301573",1
"3421","TMX7316010203-000306_pano_0000_000257","4.91361283513092 52.38701217497",1
"3422","TMX7316010203-000306_pano_0000_000262","4.91350063032955 52.3872125833759",2
"3423","TMX7316010203-000306_pano_0000_000263","4.91349783119039 52.3872557575184",2
"3424","TMX7316010203-000306_pano_0000_000264","4.91350222000938 52.3872989383241",1
"3425","TMX7316010203-000306_pano_0000_000265","4.91351116343156 52.3873420907555",1
"3426","TMX7316010203-000419_pano_0000_000739","4.85340264148077 52.3083289913077",2
"3427","TMX7316010203-000419_pano_0000_000740","4.85334506308869 52.3083555054283",1
"3428","TMX7316010203-000419_pano_0000_000741","4.85327318183093 52.3083519794233",4
"3429","TMX7316010203-000419_pano_0000_000744","4.85306077881114 52.3083251129125",1
"3430","TMX7316010203-000419_pano_0000_000745","4.85298938836449 52.3083200762772",1
"3431","TMX7316010203-000419_pano_0000_000746","4.85291748328172 52.3083164442704",4
"3432","TMX7316010203-000419_pano_0000_000771","4.85110086067146 52.3083192650135",1
"3433","TMX7316010203-000419_pano_0000_000772","4.85102824703501 52.3083172628063",4
"3434","TMX7316010203-000419_pano_0000_000773","4.85095567463428 52.3083143296086",4
"3435","TMX7316010203-000419_pano_0000_000782","4.85099903746321 52.3082716402339",3
"3436","TMX7316010203-000419_pano_0000_000783","4.85107490324996 52.3082788898118",2
"3437","TMX7316010203-000529_pano_0000_002582","4.85302911659138 52.3992487155296",1
"3438","TMX7316010203-000255_pano_0000_003362","4.86817736533018 52.342731670423",4
"3439","TMX7316010203-000255_pano_0000_003364","4.86817713796617 52.3425687915164",3
"3440","TMX7316010203-000216_pano_0000_000924","4.86882327215453 52.3197227224937",3
"3441","TMX7316010203-000414_pano_0000_000095","4.8802666180637 52.3140115349178",2
"3442","TMX7316010203-000301_pano_0000_006977","4.91888979197214 52.3895640922764",2
"3443","TMX7316010203-000301_pano_0000_006979","4.91912719613851 52.3896632757884",2
"3444","TMX7316010203-000301_pano_0000_006979","4.91912719613851 52.3896632757884",4
"3445","TMX7316010203-000249_pano_0000_001570","4.93041078958175 52.3536834710183",4
"3446","TMX7316010203-000258_pano_0002_004152","4.88461513438001 52.3522984010675",3
"3447","TMX7316010203-000258_pano_0002_004153","4.88473970344323 52.3522864879495",2
"3448","TMX7316010203-000239_pano_0002_001201","4.91723460834899 52.358271096104",3
"3449","TMX7316010203-000468_pano_0000_003261","4.78461536104197 52.258294056961",1
"3450","TMX7316010203-000468_pano_0000_003262","4.78456554969071 52.2582610494869",4
"3451","TMX7316010203-000468_pano_0000_003263","4.78451873371031 52.2582263574684",3
"3452","TMX7316010203-000220_pano_0001_000985","4.91233459117194 52.3696228779307",4
"3453","TMX7316010203-000305_pano_0000_000745","4.80360015357716 52.3824609459017",1
"3454","TMX7316010203-000305_pano_0000_000746","4.80345288649789 52.3824591636158",4
"3455","TMX7316010203-000305_pano_0000_000747","4.80330566688023 52.3824557503236",4
"3456","TMX7316010203-000305_pano_0000_000749","4.80301188102246 52.3824487122335",4
"3457","TMX7316010203-000305_pano_0000_000751","4.80271964226605 52.3824448707613",4
"3458","TMX7316010203-000305_pano_0000_000752","4.80262357825496 52.3823931538921",3
"3459","TMX7316010203-000305_pano_0000_000759","4.80360413513901 52.3824032548122",2
"3460","TMX7316010203-000224_pano_0000_001428","4.91832473937366 52.3767080971336",3
"3461","TMX7316010203-000224_pano_0000_001430","4.91861365122215 52.3766682003535",2
"3462","TMX7316010203-000240_pano_0001_001788","4.98807664698662 52.359707593372",3
"3463","TMX7316010203-000240_pano_0001_001789","4.98819046950213 52.3597663577313",1
"3464","TMX7316010203-000264_pano_0001_001847","4.85256529208679 52.3508909119596",3
"3465","TMX7316010203-000264_pano_0001_001848","4.85269196992728 52.3509187025144",1
"3466","TMX7316010203-000264_pano_0001_001875","4.84948740248742 52.3514650126716",4
"3467","TMX7316010203-000264_pano_0001_001876","4.84947195084758 52.3513784320036",3
"3468","TMX7316010203-000264_pano_0001_001879","4.84954450420277 52.3511282105262",1
"3469","TMX7316010203-000221_pano_0000_000313","4.90946913973048 52.3615326128812",1
"3470","TMX7316010203-000221_pano_0000_000314","4.90933009383225 52.3615054948548",4
"3471","TMX7316010203-000337_pano_0000_011611","4.9548725500735 52.3161871908243",3
"3472","TMX7316010203-000337_pano_0000_011612","4.95493607724542 52.3162090088502",2
"3473","TMX7316010203-000337_pano_0000_011614","4.95506489281915 52.3162518793307",4
"3474","TMX7316010203-000337_pano_0000_011615","4.9551297545581 52.3162726047648",3
"3475","TMX7316010203-000337_pano_0000_011616","4.95519428602095 52.3162935678726",2
"3476","TMX7316010203-000445_pano_0000_002599","4.97892626094458 52.3100771543316",1
"3477","TMX7316010203-000445_pano_0000_002600","4.97886441431132 52.3100528766065",4
"3478","TMX7316010203-000445_pano_0000_002601","4.97880257670435 52.3100285943509",1
"3479","TMX7316010203-000445_pano_0000_002601","4.97880257670435 52.3100285943509",3
"3480","TMX7316010203-000471_pano_0000_011205","4.81849933523653 52.3071195362784",2
"3481","TMX7316010203-000471_pano_0000_011206","4.81855864646232 52.3071455918061",2
"3482","TMX7316010203-000243_pano_0001_001033","4.94366263948674 52.3622252424355",1
"3483","TMX7316010203-000243_pano_0001_001035","4.94390093495573 52.3621680867629",2
"3484","TMX7316010203-000445_pano_0000_000236","4.98619065037729 52.3117988893006",3
"3485","TMX7316010203-000445_pano_0000_000237","4.98625797843197 52.3118174215072",3
"3486","TMX7316010203-000445_pano_0000_000238","4.98632586689297 52.3118359561114",2
"3487","TMX7316010203-000445_pano_0000_000239","4.98639310642505 52.3118541656573",2
"3488","TMX7316010203-000276_pano_0000_000666","4.86645609874744 52.3672115658185",3
"3489","TMX7316010203-000279_pano_0000_004365","4.84743317704829 52.3851407188733",2
"3490","TMX7316010203-000463_pano_0000_006193","4.75490064299451 52.2693555471497",1
"3491","TMX7316010203-000463_pano_0000_006194","4.75483029411595 52.2693424271902",4
"3492","TMX7316010203-000525_pano_0000_011570","5.1874957123732 52.3659227974961",4
"3493","TMX7316010203-000414_pano_0000_003063","4.83202745045646 52.2872969316256",3
"3494","TMX7316010203-000414_pano_0000_003064","4.83209512312461 52.2872778590876",3
"3495","TMX7316010203-000414_pano_0000_003065","4.83216259268574 52.28725887195",2
"3496","TMX7316010203-000321_pano_0000_003405","4.83459580642537 52.3904527093277",4
"3497","TMX7316010203-000321_pano_0000_003406","4.83453454092912 52.3904275085191",3
"3498","TMX7316010203-000321_pano_0000_003415","4.83397157358148 52.3902126626999",1
"3499","TMX7316010203-000321_pano_0000_003416","4.83390083768107 52.3901988505693",4
"3500","TMX7316010203-000321_pano_0000_003417","4.83382972207759 52.3901871651888",4
"3501","TMX7316010203-000261_pano_0000_002777","4.99845797559862 52.3182251205988",2
"3502","TMX7316010203-000302_pano_0001_000859","4.79482744098976 52.3816304123176",3
"3503","TMX7316010203-000302_pano_0001_000860","4.79497520212345 52.3816321137748",2
"3504","TMX7316010203-000302_pano_0001_000862","4.79527092369929 52.3816381121419",3
"3505","TMX7316010203-000302_pano_0001_000863","4.79541818278469 52.381637753179",2
"3506","TMX7316010203-000302_pano_0001_000863","4.79541818278469 52.381637753179",3
"3507","TMX7316010203-000337_pano_0000_000069","4.96036431729184 52.3248782171924",3
"3508","TMX7316010203-000337_pano_0000_000070","4.96041872622855 52.324850417847",3
"3509","TMX7316010203-000337_pano_0000_000071","4.96046357879504 52.324814556321",3
"3510","TMX7316010203-000337_pano_0000_000072","4.96050671922575 52.3247770040872",2
"3511","TMX7316010203-000458_pano_0000_000983","4.87240581877097 52.3116136386831",2
"3512","TMX7316010203-000458_pano_0000_000984","4.87247828691011 52.3116247559605",3
"3513","TMX7316010203-000458_pano_0000_000985","4.87255047779325 52.3116357398293",2
"3514","TMX7316010203-000299_pano_0002_004093","4.92496841808332 52.3758303399305",1
"3515","TMX7316010203-000299_pano_0002_004095","4.92468242406822 52.3758736455727",1
"3516","TMX7316010203-000415_pano_0000_004481","4.85691060375447 52.3153839723476",2
"3517","TMX7316010203-000415_pano_0000_004482","4.85688199383283 52.3154229918731",1
"3518","TMX7316010203-000415_pano_0000_004549","4.85662043772522 52.3124196397272",3
"3519","TMX7316010203-000415_pano_0000_004550","4.85661906097467 52.3123760496072",4
"3520","TMX7316010203-000415_pano_0000_004551","4.85661832097874 52.3123322015476",4
"3521","TMX7316010203-000415_pano_0000_004552","4.85661774028037 52.3122884194678",3
"3522","TMX7316010203-000239_pano_0002_000698","4.91091416668617 52.3564264193546",2
"3523","TMX7316010203-000239_pano_0002_000710","4.91028123789063 52.3574667455808",1
"3524","TMX7316010203-000248_pano_0000_001584","4.92391721970554 52.3618305274656",4
"3525","TMX7316010203-000248_pano_0000_001585","4.92396355933702 52.3617450951693",3
"3526","TMX7316010203-000248_pano_0000_001608","4.92554622321912 52.3599958804305",3
"3527","TMX7316010203-000369_pano_0000_004729","4.94372921611092 52.400785868733",4
"3528","TMX7316010203-000369_pano_0000_004730","4.9436899730893 52.4007485350235",4
"3529","TMX7316010203-000369_pano_0000_004731","4.9436494898272 52.4007126502902",3
"3530","TMX7316010203-000529_pano_0000_003456","4.88584705058673 52.4175016673718",4
"3531","TMX7316010203-000529_pano_0000_003457","4.8858791163774 52.417460594947",3
"3532","TMX7316010203-000529_pano_0000_003464","4.88609268934763 52.4171720432145",4
"3533","TMX7316010203-000529_pano_0000_003465","4.88612166309118 52.4171301954787",4
"3534","TMX7316010203-000529_pano_0000_003466","4.886150030841 52.4170881003522",3
"3535","TMX7316010203-000529_pano_0000_003466","4.886150030841 52.4170881003522",4
"3536","TMX7316010203-000529_pano_0000_003467","4.88617812654204 52.4170460142946",3
"3537","TMX7316010203-000529_pano_0000_003471","4.8862888891968 52.4168781347315",4
"3538","TMX7316010203-000529_pano_0000_003472","4.88631630191988 52.4168364190183",3
"3539","TMX7316010203-000529_pano_0000_003472","4.88631630191988 52.4168364190183",4
"3540","TMX7316010203-000529_pano_0000_003473","4.88634390842644 52.4167947353643",3
"3541","TMX7316010203-000529_pano_0000_003474","4.88637139198255 52.4167528350892",3
"3542","TMX7316010203-000323_pano_0000_012229","4.75822009463506 52.4066492353541",2
"3543","TMX7316010203-000323_pano_0000_000042","4.81871406513693 52.3843391280744",1
"3544","TMX7316010203-000323_pano_0000_000043","4.81869346272395 52.3843823369412",1
"3545","TMX7316010203-000323_pano_0000_000044","4.81866555951541 52.3844237922985",1
"3546","TMX7316010203-000336_pano_0000_010667","4.95298202742842 52.307203539924",1
"3547","TMX7316010203-000336_pano_0000_010668","4.95291728255674 52.3071818517281",2
"3548","TMX7316010203-000336_pano_0000_010669","4.95285220875255 52.3071601934217",3
"3549","TMX7316010203-000232_pano_0000_004236","4.93077910396198 52.3538089187062",2
"3550","TMX7316010203-000232_pano_0000_004237","4.93087208495609 52.3538760778329",1
"3551","TMX7316010203-000263_pano_0001_002305","4.86695353486304 52.3465117278088",1
"3552","TMX7316010203-000263_pano_0001_002306","4.86680813937887 52.3464941373227",4
"3553","TMX7316010203-000263_pano_0001_002316","4.86554664895147 52.3465633659939",2
"3554","TMX7316010203-000263_pano_0001_002329","4.86395791211276 52.3472439246774",1
"3555","TMX7316010203-000263_pano_0001_002329","4.86395791211276 52.3472439246774",2
"3556","TMX7316010203-000263_pano_0001_002330","4.86384813823077 52.3473056445631",1
"3557","TMX7316010203-000263_pano_0001_002330","4.86384813823077 52.3473056445631",4
"3558","TMX7316010203-000420_pano_0005_000091","4.88241979361638 52.3013273184823",2
"3559","TMX7316010203-000323_pano_0000_002014","4.79456259616774 52.3991165850619",2
"3560","TMX7316010203-000323_pano_0000_002021","4.79456434652958 52.3994324515018",2
"3561","TMX7316010203-000323_pano_0000_002024","4.79458194783095 52.3995670959582",2
"3562","TMX7316010203-000323_pano_0000_002025","4.79459485046531 52.3996113842443",2
"3563","TMX7316010203-000323_pano_0000_002026","4.79461204941349 52.3996554340173",1
"3564","TMX7316010203-000323_pano_0000_002026","4.79461204941349 52.3996554340173",2
"3565","TMX7316010203-000323_pano_0000_002027","4.79463239085564 52.3996986240694",2
"3566","TMX7316010203-000323_pano_0000_002028","4.79465589171999 52.3997408521974",1
"3567","TMX7316010203-000467_pano_0000_000314","4.75902402418325 52.2510160988154",4
"3568","TMX7316010203-000467_pano_0000_000315","4.75901309325458 52.2509729858305",3
"3569","TMX7316010203-000467_pano_0000_000317","4.75896247936865 52.2508902806253",4
"3570","TMX7316010203-000467_pano_0000_000318","4.75893775102869 52.250847963672",3
"3571","TMX7316010203-000261_pano_0000_000283","5.21566976783368 52.3717318225961",2
"3572","TMX7316010203-000261_pano_0000_000283","5.21566976783368 52.3717318225961",4
"3573","TMX7316010203-000225_pano_0009_000044","4.89187694167531 52.3813389106836",2
"3574","TMX7316010203-000500_pano_0000_001217","4.92159685234785 52.3381120932336",3
"3575","TMX7316010203-000500_pano_0000_001218","4.92162835404662 52.3380725672524",4
"3576","TMX7316010203-000500_pano_0000_001219","4.92166086703407 52.3380332789889",4
"3577","TMX7316010203-000500_pano_0000_001220","4.92169412405564 52.3379946140589",3
"3578","TMX7316010203-000500_pano_0000_001221","4.92172904469312 52.3379562853575",2
"3579","TMX7316010203-000500_pano_0000_001229","4.92199649654769 52.3376430425002",4
"3580","TMX7316010203-000500_pano_0000_001230","4.92202863668794 52.3376035295769",3
"3581","TMX7316010203-000500_pano_0000_001231","4.92206070004207 52.3375640328684",2
"3582","TMX7316010203-000500_pano_0000_001234","4.9221565466624 52.3374446773907",4
"3583","TMX7316010203-000500_pano_0000_001235","4.92218879829198 52.3374046502381",3
"3584","TMX7316010203-000257_pano_0000_003269","4.86871464167223 52.3349308512765",3
"3585","TMX7316010203-000220_pano_0001_001498","4.91168285699428 52.3665307823586",1
"3586","TMX7316010203-000220_pano_0001_001499","4.91155501563631 52.3665565115042",4
"3587","TMX7316010203-000396_pano_0000_000097","4.86883875098189 52.3197885678277",4
"3588","TMX7316010203-000396_pano_0000_000098","4.86877055285332 52.3197727669722",4
"3589","TMX7316010203-000506_pano_0000_003611","5.15224116210278 52.3481533803543",2
"3590","TMX7316010203-000506_pano_0000_003611","5.15224116210278 52.3481533803543",3
"3591","TMX7316010203-000506_pano_0000_003612","5.15229212089695 52.3481218143866",2
"3592","TMX7316010203-000506_pano_0000_003634","5.15388611919823 52.3480344707817",3
"3593","TMX7316010203-000506_pano_0000_003635","5.15394441079813 52.3480593189217",2
"3594","TMX7316010203-000506_pano_0000_003635","5.15394441079813 52.3480593189217",3
"3595","TMX7316010203-000286_pano_0000_001957","4.80591257568813 52.3460912681328",3
"3596","TMX7316010203-000286_pano_0000_001957","4.80591257568813 52.3460912681328",4
"3597","TMX7316010203-000283_pano_0000_001232","4.78968737446192 52.3499142496749",2
"3598","TMX7316010203-000283_pano_0000_001252","4.79249192981523 52.3504777408564",2
"3599","TMX7316010203-000258_pano_0002_003463","4.87077190435573 52.3558266208873",3
"3600","TMX7316010203-000258_pano_0002_003478","4.87163011318405 52.3545887266446",4
"3601","TMX7316010203-000258_pano_0002_003481","4.87159805866136 52.3543330337417",3
