"","pano_id","geometry","direction"
"614","TMX7316010203-000333_pano_0000_004586","4.97185644213589 52.2984212915825",3
"615","TMX7316010203-000333_pano_0000_004587","4.97192717816478 52.2984350857826",2
"616","TMX7316010203-000333_pano_0000_004588","4.97199727940853 52.2984494450356",2
"617","TMX7316010203-000333_pano_0000_004595","4.97248469239863 52.2985497413597",3
"618","TMX7316010203-000333_pano_0000_004604","4.97303632872553 52.2986576000193",2
"619","TMX7316010203-000333_pano_0000_004605","4.97308814636593 52.2986897738272",2
"620","TMX7316010203-000284_pano_0000_003655","4.80928629388397 52.3560946231686",3
"621","TMX7316010203-000284_pano_0000_003660","4.80951806945299 52.3556677690057",3
"622","TMX7316010203-000293_pano_0000_002898","4.82937553782032 52.3685875233766",1
"623","TMX7316010203-000242_pano_0000_002267","4.95617779782311 52.3570690128499",2
"624","TMX7316010203-000242_pano_0000_002268","4.95632241313033 52.3570755350176",3
"625","TMX7316010203-000242_pano_0000_002269","4.9564677109505 52.3570808765763",2
"626","TMX7316010203-000232_pano_0000_000047","4.92954426630698 52.3477348162563",1
"627","TMX7316010203-000232_pano_0000_000048","4.92943670505251 52.347673467461",4
"628","TMX7316010203-000232_pano_0000_000050","4.92934612529784 52.3475147047739",4
"629","TMX7316010203-000232_pano_0000_000051","4.92942456159616 52.3474398029271",2
"630","TMX7316010203-000336_pano_0000_011534","4.97431974802196 52.2928087746895",3
"631","TMX7316010203-000336_pano_0000_011535","4.97439231473305 52.2928128885045",2
"632","TMX7316010203-000336_pano_0000_011555","4.97486113714482 52.2928548618419",3
"633","TMX7316010203-000336_pano_0000_011556","4.97493841055571 52.2928617473042",2
"634","TMX7316010203-000298_pano_0000_004931","4.93628896623161 52.401362654548",1
"635","TMX7316010203-000255_pano_0000_002701","4.89192879643988 52.3424499339397",2
"636","TMX7316010203-000255_pano_0000_002705","4.89163444856724 52.3427601146874",2
"637","TMX7316010203-000255_pano_0000_002707","4.89148193352891 52.3429147525636",2
"638","TMX7316010203-000255_pano_0000_002708","4.89140596968808 52.3429925117338",2
"639","TMX7316010203-000255_pano_0000_002710","4.89125427323322 52.3431482659611",3
"640","TMX7316010203-000255_pano_0000_002711","4.89117770992335 52.3432261312978",4
"641","TMX7316010203-000320_pano_0000_011164","4.9107804122657 52.4210158415817",3
"642","TMX7316010203-000320_pano_0000_011165","4.91083186574232 52.4209838463137",3
"643","TMX7316010203-000337_pano_0000_005824","4.97913367327107 52.3163993367861",3
"644","TMX7316010203-000337_pano_0000_005835","4.97854114834768 52.3161117972946",1
"645","TMX7316010203-000337_pano_0000_005836","4.97847801887737 52.316089673681",4
"646","TMX7316010203-000316_pano_0000_000637","4.89667517184529 52.4044978949862",4
"647","TMX7316010203-000316_pano_0000_000638","4.89671073871007 52.4044573540858",2
"648","TMX7316010203-000316_pano_0000_000639","4.8967681692447 52.4044274413235",2
"649","TMX7316010203-000259_pano_0008_001232","4.85702857560109 52.3495353765888",4
"650","TMX7316010203-000259_pano_0008_001233","4.85712486683564 52.3494686910245",2
"651","TMX7316010203-000259_pano_0008_001235","4.85733862444627 52.3493461765788",4
"652","TMX7316010203-000276_pano_0000_000459","4.86422773214375 52.3676248689084",1
"653","TMX7316010203-000275_pano_0000_000410","4.84997327257772 52.378775223655",3
"654","TMX7316010203-000275_pano_0000_000418","4.84885917641145 52.3785554537634",1
"655","TMX7316010203-000275_pano_0000_000419","4.84871690827215 52.3785346141603",4
"656","TMX7316010203-000275_pano_0000_000427","4.84761013084998 52.378309808861",1
"657","TMX7316010203-000275_pano_0000_000428","4.84746807098607 52.3782911753602",4
"658","TMX7316010203-000275_pano_0000_000432","4.84748636504365 52.378157941965",2
"659","TMX7316010203-000297_pano_0000_001699","4.91679425990966 52.3852734692605",3
"660","TMX7316010203-000227_pano_0001_000720","4.95096043106038 52.354212394745",4
"661","TMX7316010203-000227_pano_0001_000722","4.95080393906094 52.3540636732501",1
"662","TMX7316010203-000227_pano_0001_000723","4.95069763324582 52.3540007781502",3
"663","TMX7316010203-000298_pano_0000_003736","4.94332952412503 52.40270007667",2
"664","TMX7316010203-000298_pano_0000_003737","4.94321478285679 52.4027473058089",4
"665","TMX7316010203-000298_pano_0000_003762","4.94204390209551 52.4032170713077",2
"666","TMX7316010203-000298_pano_0000_003763","4.94192225284458 52.4032665390296",4
"667","TMX7316010203-000298_pano_0000_003832","4.94081443087897 52.4037143150415",4
"668","TMX7316010203-000298_pano_0000_003833","4.940688075996 52.4037637431578",1
"669","TMX7316010203-000337_pano_0000_000069","4.96036431729184 52.3248782171924",3
"670","TMX7316010203-000337_pano_0000_000070","4.96041872622855 52.324850417847",3
"671","TMX7316010203-000337_pano_0000_000071","4.96046357879504 52.324814556321",3
"672","TMX7316010203-000298_pano_0000_002607","4.94230406485827 52.396183478064",2
"673","TMX7316010203-000298_pano_0000_002608","4.94237727908148 52.3962593899876",1
"674","TMX7316010203-000298_pano_0000_002625","4.94372761108196 52.3975240138254",2
"675","TMX7316010203-000284_pano_0000_003628","4.8080971981517 52.3584176443537",3
"676","TMX7316010203-000284_pano_0000_003630","4.80817462107633 52.3582423954319",3
"677","TMX7316010203-000299_pano_0002_004221","4.91123748769816 52.3716326430101",2
"678","TMX7316010203-000299_pano_0002_004222","4.91111425899229 52.3716808336417",4
"679","TMX7316010203-000264_pano_0001_002775","4.85025144894106 52.3555655453503",4
"680","TMX7316010203-000253_pano_0000_000996","4.88006539755891 52.3248268232755",3
"681","TMX7316010203-000301_pano_0000_003557","4.92416376113933 52.3879219911349",1
"682","TMX7316010203-000301_pano_0000_003558","4.9240761030895 52.3878456747836",3
"683","TMX7316010203-000251_pano_0000_003305","4.90970059297442 52.350139507927",1
"684","TMX7316010203-000251_pano_0000_003306","4.90965415017287 52.3502233178167",2
"685","TMX7316010203-000251_pano_0000_003318","4.90911743271413 52.351241150085",2
"686","TMX7316010203-000251_pano_0000_003319","4.90907398621116 52.3513271156682",2
"687","TMX7316010203-000251_pano_0000_003320","4.90901532041531 52.3514093767908",1
"688","TMX7316010203-000240_pano_0001_000845","4.98091488244734 52.3631254323943",2
"689","TMX7316010203-000264_pano_0001_000734","4.84613460253227 52.3422166214214",3
"690","TMX7316010203-000215_pano_0001_003362","4.84615375740349 52.2832443207838",4
"691","TMX7316010203-000215_pano_0001_003363","4.84611852344239 52.2831559080252",4
"692","TMX7316010203-000215_pano_0001_003364","4.84609232581768 52.2830667125582",3
"693","TMX7316010203-000293_pano_0000_001994","4.83484350944422 52.3640365437798",3
"694","TMX7316010203-000293_pano_0000_001995","4.83498766562768 52.3640430931896",2
"695","TMX7316010203-000227_pano_0001_000497","4.93242536404706 52.3660297934371",3
"696","TMX7316010203-000227_pano_0001_000498","4.93257162451465 52.3660344382493",2
"697","TMX7316010203-000227_pano_0001_000499","4.93271783436427 52.3660401803097",3
"698","TMX7316010203-000227_pano_0001_000631","4.9408943757298 52.3584607923308",3
"699","TMX7316010203-000227_pano_0001_000636","4.94110288215074 52.358041583941",4
"700","TMX7316010203-000227_pano_0001_000637","4.94122535424896 52.357996280427",2
"701","TMX7316010203-000227_pano_0001_000638","4.94136682940639 52.357978078467",2
"702","TMX7316010203-000252_pano_0000_001845","4.89986612837522 52.3441276044406",3
"703","TMX7316010203-000252_pano_0000_001860","4.9017417070135 52.344822961141",2
"704","TMX7316010203-000320_pano_0000_011257","4.9134290032224 52.4175683751714",4
"705","TMX7316010203-000320_pano_0000_011258","4.91340539285605 52.4175269294912",4
"706","TMX7316010203-000320_pano_0000_011259","4.91338116626066 52.4174858259191",3
"707","TMX7316010203-000320_pano_0000_011261","4.91333098128294 52.4174042542928",4
"708","TMX7316010203-000320_pano_0000_011262","4.91330510218528 52.4173633042984",4
"709","TMX7316010203-000320_pano_0000_011263","4.91327896108315 52.4173225583267",3
"710","TMX7316010203-000320_pano_0000_011267","4.91317729333346 52.4171579551947",4
"711","TMX7316010203-000323_pano_0000_001974","4.79448682731845 52.3973037446802",2
"712","TMX7316010203-000323_pano_0000_001976","4.79448477723228 52.3973947256167",2
"713","TMX7316010203-000323_pano_0000_001978","4.79448111536123 52.3974856951872",2
"714","TMX7316010203-000323_pano_0000_001985","4.79447826226529 52.3978044864595",3
"715","TMX7316010203-000323_pano_0000_013021","4.75653440000214 52.4123634189919",4
"716","TMX7316010203-000323_pano_0000_013022","4.75659259210188 52.4123355231021",3
"717","TMX7316010203-000323_pano_0000_013023","4.75666291357429 52.4123236221775",2
"718","TMX7316010203-000323_pano_0000_013024","4.7567359692861 52.4123252138986",2
"719","TMX7316010203-000323_pano_0000_013027","4.75695080145362 52.4123589487381",2
"720","TMX7316010203-000323_pano_0000_013028","4.75702211765062 52.412371745021",2
"721","TMX7316010203-000309_pano_0000_001444","4.91604663205608 52.4098732012492",4
"722","TMX7316010203-000309_pano_0000_001445","4.91600073716754 52.409838190796",4
"723","TMX7316010203-000309_pano_0000_001446","4.91595571767763 52.4098030311261",3
"724","TMX7316010203-000311_pano_0000_001954","4.91700045135938 52.4028375054361",1
"725","TMX7316010203-000248_pano_0000_000804","4.92576133490025 52.3674448361244",4
"726","TMX7316010203-000248_pano_0000_000812","4.92510434961986 52.3669753588033",4
"727","TMX7316010203-000248_pano_0000_000813","4.92519517586867 52.3669055275564",2
"728","TMX7316010203-000248_pano_0000_000814","4.92530444069559 52.3668453534479",3
"729","TMX7316010203-000248_pano_0000_000826","4.92658755786929 52.366109913104",4
"730","TMX7316010203-000248_pano_0000_000827","4.92667573844598 52.3660386222117",4
"731","TMX7316010203-000248_pano_0000_000828","4.92674568566242 52.3659596141697",4
"732","TMX7316010203-000253_pano_0000_000862","4.88445073330022 52.3234501360472",2
"733","TMX7316010203-000253_pano_0000_000864","4.88421782465522 52.3234672309559",4
"734","TMX7316010203-000253_pano_0000_000867","4.883810039543 52.3234527610967",1
"735","TMX7316010203-000253_pano_0000_000870","4.88339277920735 52.3234444574973",1
"736","TMX7316010203-000301_pano_0000_003049","4.94816593404531 52.3898954376894",3
"737","TMX7316010203-000314_pano_0000_000849","4.88809588759051 52.4203977203342",2
"738","TMX7316010203-000314_pano_0000_000856","4.88851594538519 52.4205598022355",2
"739","TMX7316010203-000314_pano_0000_000857","4.88854516876952 52.4206006012596",1
"740","TMX7316010203-000336_pano_0000_015732","4.92982804310665 52.3093054636448",3
"741","TMX7316010203-000293_pano_0000_002660","4.84057416279184 52.3609847768424",2
"742","TMX7316010203-000293_pano_0000_002661","4.84057068424328 52.3610712089053",1
"743","TMX7316010203-000305_pano_0000_005362","4.83314024206605 52.3818270085014",1
"744","TMX7316010203-000305_pano_0000_005363","4.83317862591584 52.3819142164059",1
"745","TMX7316010203-000305_pano_0000_005364","4.83321048578184 52.3820030512293",1
"746","TMX7316010203-000322_pano_0000_001986","4.81085025271996 52.3895132332928",4
"747","TMX7316010203-000322_pano_0000_001987","4.81084416438193 52.3894704029339",4
"748","TMX7316010203-000322_pano_0000_001988","4.81084202448125 52.3894278406418",4
"749","TMX7316010203-000322_pano_0000_001989","4.810854104693 52.389385854014",3
"750","TMX7316010203-000322_pano_0000_001990","4.81088871313619 52.3893486393237",2
"751","TMX7316010203-000322_pano_0000_002093","4.81847092198101 52.3892963757636",4
"752","TMX7316010203-000322_pano_0000_002094","4.81854604591959 52.3892988671776",2
"753","TMX7316010203-000322_pano_0000_002099","4.81882786283894 52.3894136252883",2
"754","TMX7316010203-000322_pano_0000_002100","4.81883215685361 52.389458230766",1
"755","TMX7316010203-000318_pano_0000_001431","4.91859625740291 52.4326805872219",2
"756","TMX7316010203-000242_pano_0000_005780","4.93275963107075 52.3648111631669",1
"757","TMX7316010203-000315_pano_0000_001108","4.88872088844991 52.4216575874973",1
"758","TMX7316010203-000315_pano_0000_001109","4.88864587795342 52.4216597186994",4
"759","TMX7316010203-000315_pano_0000_001110","4.8885708323635 52.4216607969763",4
"760","TMX7316010203-000315_pano_0000_001111","4.88849589505292 52.4216598894269",4
"761","TMX7316010203-000315_pano_0000_001113","4.88834550482135 52.4216563900207",1
"762","TMX7316010203-000315_pano_0000_001114","4.88827021447988 52.4216547851872",1
"763","TMX7316010203-000315_pano_0000_001115","4.88819523049586 52.421652627788",4
"764","TMX7316010203-000284_pano_0000_001594","4.79566412664402 52.3490763763825",1
"765","TMX7316010203-000284_pano_0000_001595","4.79554407666749 52.3491305655012",4
"766","TMX7316010203-000332_pano_0001_002819","4.92594890692333 52.33002870199",2
"767","TMX7316010203-000332_pano_0001_002820","4.92591543982262 52.3300683363866",1
"768","TMX7316010203-000332_pano_0001_002821","4.92588105676256 52.3301077106425",1
"769","TMX7316010203-000335_pano_0000_000000","4.97889973141143 52.3015899660711",4
"770","TMX7316010203-000288_pano_0003_001770","4.83222531705524 52.3514987497134",2
"771","TMX7316010203-000232_pano_0000_001031","4.93638374503956 52.3489706748247",4
"772","TMX7316010203-000315_pano_0000_002107","4.88259003100545 52.4249087878801",3
"773","TMX7316010203-000315_pano_0000_002108","4.8825640565538 52.4249518419752",4
"774","TMX7316010203-000315_pano_0000_002109","4.8825370342048 52.424994415241",4
"775","TMX7316010203-000315_pano_0000_002111","4.88247799812041 52.4250784028366",2
"776","TMX7316010203-000315_pano_0000_002112","4.88244678344474 52.4251196613658",1
"777","TMX7316010203-000315_pano_0000_002113","4.88240924502177 52.4251583575472",4
"778","TMX7316010203-000315_pano_0000_002114","4.88235817681983 52.4251908693768",4
"779","TMX7316010203-000315_pano_0000_002116","4.88222458828975 52.4252247840537",1
"780","TMX7316010203-000321_pano_0000_003281","4.83587216382663 52.3956674463994",2
"781","TMX7316010203-000249_pano_0000_000294","4.92644769956869 52.3581322632353",4
"782","TMX7316010203-000249_pano_0000_000295","4.9265358088907 52.3580676495651",3
"783","TMX7316010203-000249_pano_0000_000296","4.92659046524148 52.358141315553",1
"784","TMX7316010203-000311_pano_0000_002826","4.89564035647473 52.4035982008568",2
"785","TMX7316010203-000311_pano_0000_002827","4.89557949729519 52.4036244943125",1
"786","TMX7316010203-000311_pano_0000_002828","4.89551403800804 52.4036460242758",4
"787","TMX7316010203-000249_pano_0000_002207","4.93024945390283 52.3427662184144",2
"788","TMX7316010203-000285_pano_0000_002840","4.80853617311823 52.3457373540767",4
"789","TMX7316010203-000285_pano_0000_002849","4.80853584060878 52.3456611037289",3
"790","TMX7316010203-000285_pano_0000_002851","4.80883057318639 52.3457117495343",3
"791","TMX7316010203-000285_pano_0000_002856","4.80954295425681 52.3458578291496",3
"792","TMX7316010203-000285_pano_0000_002859","4.80980122640624 52.3456863881511",4
"793","TMX7316010203-000285_pano_0000_002860","4.80985636201321 52.3456042774959",3
"794","TMX7316010203-000285_pano_0000_002862","4.80985240114194 52.3454283118922",3
"795","TMX7316010203-000320_pano_0000_011003","4.90575503595054 52.4260005332046",4
"796","TMX7316010203-000320_pano_0000_011004","4.90575804956971 52.4259535877188",3
"797","TMX7316010203-000320_pano_0000_011005","4.90576491983916 52.4259065442964",3
"798","TMX7316010203-000320_pano_0000_011006","4.9057766808883 52.4258598230261",4
"799","TMX7316010203-000320_pano_0000_011007","4.90579323329193 52.4258134442449",3
"800","TMX7316010203-000253_pano_0000_000915","4.8832447974269 52.324049134337",4
"801","TMX7316010203-000283_pano_0000_003030","4.80005599504253 52.3521989484738",2
"802","TMX7316010203-000283_pano_0000_003031","4.80000825052854 52.3522820750603",1
"803","TMX7316010203-000283_pano_0000_003041","4.79955898025268 52.3531130850019",2
"804","TMX7316010203-000283_pano_0000_003042","4.79951218111047 52.3531970655067",2
"805","TMX7316010203-000279_pano_0000_002575","4.85495096075875 52.3966613404216",4
"806","TMX7316010203-000279_pano_0000_002576","4.85481297137882 52.396636440888",4
"807","TMX7316010203-000332_pano_0001_010216","4.94328642168373 52.3215730498387",4
"808","TMX7316010203-000332_pano_0001_010217","4.94322313086497 52.3215516799241",4
"809","TMX7316010203-000259_pano_0000_000341","4.89114343664227 52.3481165220972",4
"810","TMX7316010203-000259_pano_0000_000342","4.89112960941052 52.3480271565417",4
"811","TMX7316010203-000259_pano_0000_000346","4.89105864816749 52.3476702069976",3
"812","TMX7316010203-000259_pano_0000_000352","4.89100482214851 52.3471338427718",4
"813","TMX7316010203-000259_pano_0000_000355","4.89102571479696 52.346866335523",4
"814","TMX7316010203-000259_pano_0000_000356","4.8910279465758 52.3467777838207",3
"815","TMX7316010203-000253_pano_0000_002758","4.88756439493883 52.3273235033985",3
"816","TMX7316010203-000253_pano_0000_002759","4.88771487705253 52.3273316604498",2
"817","TMX7316010203-000230_pano_0000_000027","4.92350256122444 52.3510164510187",4
"818","TMX7316010203-000230_pano_0000_000028","4.92360375862468 52.3509506667069",3
"819","TMX7316010203-000230_pano_0000_000029","4.92370710870071 52.3508863144838",2
"820","TMX7316010203-000230_pano_0000_000030","4.92381073588706 52.3508219409439",4
"821","TMX7316010203-000230_pano_0000_000031","4.92391440381983 52.3507583586243",4
"822","TMX7316010203-000230_pano_0000_000032","4.92402147823896 52.3506960065816",2
"823","TMX7316010203-000258_pano_0001_000903","4.87543559488909 52.3321137394818",4
"824","TMX7316010203-000258_pano_0001_000905","4.87514182718365 52.3321136702324",4
"825","TMX7316010203-000230_pano_0000_000113","4.92536205925421 52.3459751863372",1
"826","TMX7316010203-000230_pano_0000_000114","4.92521448768246 52.3459720283414",1
"827","TMX7316010203-000263_pano_0001_002395","4.86549481281779 52.3466450768503",1
"828","TMX7316010203-000263_pano_0001_002396","4.86535856523705 52.3466791923652",4
"829","TMX7316010203-000263_pano_0001_002425","4.86182574755713 52.3480945973652",1
"830","TMX7316010203-000263_pano_0001_002426","4.8616959842663 52.3481395616271",4
"831","TMX7316010203-000337_pano_0000_004939","4.97373852692916 52.3224002735505",3
"832","TMX7316010203-000337_pano_0000_011290","4.95307318920692 52.3166791568254",1
"833","TMX7316010203-000337_pano_0000_011291","4.95306460023585 52.316723032101",1
"834","TMX7316010203-000337_pano_0000_011292","4.9530339765386 52.3167638943736",1
"835","TMX7316010203-000251_pano_0000_004082","4.90525470481523 52.3558283433048",2
"836","TMX7316010203-000251_pano_0000_004083","4.90519716372816 52.3559120949169",1
"837","TMX7316010203-000251_pano_0000_004085","4.90500542467141 52.3560361269562",3
"838","TMX7316010203-000251_pano_0000_004086","4.90486256430486 52.3560189360959",4
"839","TMX7316010203-000251_pano_0000_004101","4.90290828516789 52.3553891755946",2
"840","TMX7316010203-000275_pano_0000_001337","4.85191301784326 52.3850495437166",1
"841","TMX7316010203-000275_pano_0000_001344","4.8508925067508 52.385031484238",1
"842","TMX7316010203-000275_pano_0000_001345","4.85074666572494 52.3850281839265",4
"843","TMX7316010203-000275_pano_0000_001359","4.84870310470465 52.3849901563929",1
"844","TMX7316010203-000275_pano_0000_001360","4.84855703650799 52.3849899602917",4
"845","TMX7316010203-000239_pano_0002_001633","4.9258932585082 52.3589433775825",2
"846","TMX7316010203-000274_pano_0002_000614","4.86147251878055 52.3799819456022",4
"847","TMX7316010203-000274_pano_0002_000615","4.86156869609897 52.379917104262",2
"848","TMX7316010203-000274_pano_0002_000616","4.86166000178506 52.3798493351997",3
"849","TMX7316010203-000274_pano_0002_000617","4.8617407048362 52.3797766695816",3
"850","TMX7316010203-000227_pano_0000_001864","4.88710820123005 52.3676737393524",2
"851","TMX7316010203-000315_pano_0000_002862","4.84743026132929 52.3999810100064",1
"852","TMX7316010203-000263_pano_0001_001137","4.88285859018154 52.3486503136259",4
"853","TMX7316010203-000263_pano_0001_001138","4.88274284750846 52.3485945404371",4
"854","TMX7316010203-000263_pano_0001_001139","4.88262853414187 52.3485370954308",4
"855","TMX7316010203-000263_pano_0001_001160","4.88087078993678 52.3489065088806",3
"856","TMX7316010203-000289_pano_0000_002862","4.81631590138793 52.3706517967003",2
"857","TMX7316010203-000289_pano_0000_002863","4.81639337166985 52.3707279312082",1
"858","TMX7316010203-000289_pano_0000_002864","4.81646939933032 52.3708044328548",2
"859","TMX7316010203-000317_pano_0000_006716","4.90865897148729 52.4217122840367",3
"860","TMX7316010203-000317_pano_0000_006717","4.90870975044227 52.421744280491",2
"861","TMX7316010203-000317_pano_0000_006718","4.90873695745601 52.4217864536506",1
"862","TMX7316010203-000317_pano_0000_006719","4.90874532908646 52.4218320594051",2
"863","TMX7316010203-000317_pano_0000_006720","4.90874547867291 52.4218782494406",1
"864","TMX7316010203-000317_pano_0000_006721","4.90874457676999 52.4219245037968",1
"865","TMX7316010203-000279_pano_0000_006245","4.87721207581758 52.3923747170038",4
"866","TMX7316010203-000279_pano_0000_006249","4.87759332779109 52.3921033601113",2
"867","TMX7316010203-000279_pano_0000_006254","4.87805056916598 52.39175316028",3
"868","TMX7316010203-000279_pano_0000_006255","4.87814298023951 52.3916833956192",3
"869","TMX7316010203-000279_pano_0000_006258","4.87851763756539 52.3915576056559",3
"870","TMX7316010203-000301_pano_0000_004786","4.93007384098025 52.4036243260846",3
"871","TMX7316010203-000301_pano_0000_004792","4.93088910810648 52.4034116786147",2
"872","TMX7316010203-000323_pano_0000_012934","4.75532368873821 52.4162712677161",4
"873","TMX7316010203-000259_pano_0007_000397","4.85736269556244 52.3517635012031",1
"874","TMX7316010203-000259_pano_0007_000438","4.85556692397821 52.354668030772",1
"875","TMX7316010203-000221_pano_0000_000299","4.91140289942405 52.3619389521812",2
"876","TMX7316010203-000231_pano_0002_000221","4.91639307708878 52.3514886125244",3
"877","TMX7316010203-000231_pano_0002_000222","4.91647723757505 52.3515633120737",2
"878","TMX7316010203-000231_pano_0002_000223","4.91655960754582 52.351638302569",1
"879","TMX7316010203-000231_pano_0002_000242","4.91851328038024 52.3528361323418",3
"880","TMX7316010203-000231_pano_0002_000243","4.91858496726399 52.3529133231463",2
"881","TMX7316010203-000231_pano_0002_000252","4.91919576261593 52.3536095558698",3
"882","TMX7316010203-000231_pano_0002_000253","4.91927502732141 52.3536823397079",1
"883","TMX7316010203-000231_pano_0002_000255","4.919410006616 52.3538402833422",2
"884","TMX7316010203-000231_pano_0002_000261","4.91998323700673 52.3542111836439",3
"885","TMX7316010203-000231_pano_0002_000262","4.92014094310557 52.354255458255",2
"886","TMX7316010203-000231_pano_0002_000264","4.92021699035633 52.3544110202513",2
"887","TMX7316010203-000231_pano_0002_000265","4.92015632475299 52.3544927944127",1
"888","TMX7316010203-000231_pano_0002_000273","4.91963356087724 52.3551404301543",2
"889","TMX7316010203-000231_pano_0002_000274","4.9195714943423 52.3552221621581",2
"890","TMX7316010203-000276_pano_0000_001793","4.86224185392208 52.3595736350888",1
"891","TMX7316010203-000276_pano_0000_001794","4.86210187073289 52.3595443802737",4
"892","TMX7316010203-000251_pano_0000_004113","4.90139986911739 52.3548791543315",4
"893","TMX7316010203-000251_pano_0000_004114","4.90153912081481 52.3548565615842",2
"894","TMX7316010203-000251_pano_0000_004130","4.90364016701387 52.3555227349168",2
"895","TMX7316010203-000251_pano_0000_004131","4.90376635488763 52.3555560445946",2
"896","TMX7316010203-000248_pano_0000_000363","4.91928282245231 52.3695954140376",3
"897","TMX7316010203-000248_pano_0000_000364","4.91940793125943 52.3695505502631",3
"898","TMX7316010203-000248_pano_0000_000365","4.91954559333452 52.3695192101702",2
"899","TMX7316010203-000248_pano_0000_000372","4.92042004918075 52.3692017878772",3
"900","TMX7316010203-000248_pano_0000_000373","4.92054894772961 52.3691610575134",2
"901","TMX7316010203-000248_pano_0000_000380","4.92143663182096 52.368854691322",2
"902","TMX7316010203-000242_pano_0000_002217","4.95080181134326 52.3540060455649",2
"903","TMX7316010203-000242_pano_0000_002219","4.95103518061891 52.3541359220705",3
"904","TMX7316010203-000242_pano_0000_002265","4.95589749782663 52.3570258030059",2
"905","TMX7316010203-000242_pano_0000_002266","4.95603451856308 52.3570557113793",2
"906","TMX7316010203-000240_pano_0001_001741","4.99058658975604 52.3602048179823",4
"907","TMX7316010203-000240_pano_0001_001788","4.98807664698662 52.359707593372",3
"908","TMX7316010203-000240_pano_0001_001789","4.98819046950213 52.3597663577313",1
"909","TMX7316010203-000240_pano_0001_002926","5.00534752487892 52.3512817515166",3
"910","TMX7316010203-000242_pano_0000_002667","4.95459977797277 52.3523526523562",2
"911","TMX7316010203-000242_pano_0000_002668","4.95468631195975 52.3524268016931",1
"912","TMX7316010203-000242_pano_0000_002738","4.96144720217053 52.3553606580441",2
"913","TMX7316010203-000284_pano_0000_004841","4.81590815126915 52.3552687239072",3
"914","TMX7316010203-000284_pano_0000_004842","4.81604640499839 52.3553015722742",2
"915","TMX7316010203-000332_pano_0001_002605","4.92437928038276 52.3315478195319",3
"916","TMX7316010203-000332_pano_0001_002606","4.92444935374078 52.3315312365276",3
"917","TMX7316010203-000332_pano_0001_002607","4.92450474336896 52.3315001250027",2
"918","TMX7316010203-000299_pano_0002_002369","4.94836804461304 52.389992840503",4
"919","TMX7316010203-000299_pano_0002_002370","4.94822146161359 52.3899959937047",4
"920","TMX7316010203-000242_pano_0000_002154","4.94402377604159 52.3500354878864",3
"921","TMX7316010203-000242_pano_0000_002155","4.94413997289379 52.3500970454885",3
"922","TMX7316010203-000242_pano_0000_002156","4.94424988800609 52.350163056903",2
"923","TMX7316010203-000242_pano_0000_002158","4.94446711649344 52.3502939794362",2
"924","TMX7316010203-000242_pano_0000_002159","4.94457691439154 52.3503579781319",3
"925","TMX7316010203-000242_pano_0000_002160","4.94468493603497 52.3504227859152",2
"926","TMX7316010203-000266_pano_0000_001084","4.84300670879373 52.3524160025747",4
"927","TMX7316010203-000252_pano_0000_002235","4.89539607495511 52.3477853758258",2
"928","TMX7316010203-000259_pano_0007_000515","4.85532201691375 52.3549198825268",4
"929","TMX7316010203-000249_pano_0000_000575","4.92409426652533 52.3507131795624",2
"930","TMX7316010203-000249_pano_0000_000576","4.92399712916559 52.3507810840868",4
"931","TMX7316010203-000249_pano_0000_000577","4.92388490927781 52.3508387486563",4
"932","TMX7316010203-000307_pano_0001_002641","4.9070478329933 52.4087581221837",2
"933","TMX7316010203-000307_pano_0001_002642","4.90711622430106 52.4087761558472",2
"934","TMX7316010203-000307_pano_0001_002646","4.90738301448181 52.408854868446",4
"935","TMX7316010203-000258_pano_0002_000019","4.8922809262012 52.3388535641723",3
"936","TMX7316010203-000289_pano_0001_002231","4.79323722265674 52.3640765028488",1
"937","TMX7316010203-000258_pano_0002_000545","4.88842285520979 52.3449377875577",2
"938","TMX7316010203-000332_pano_0001_006189","4.91778380518189 52.3319981815702",2
"939","TMX7316010203-000259_pano_0002_000364","4.88231581052398 52.3475253423094",4
"940","TMX7316010203-000286_pano_0000_001847","4.80441553774991 52.3489525748732",4
"941","TMX7316010203-000253_pano_0000_004308","4.85919709861297 52.3251271778063",3
"942","TMX7316010203-000253_pano_0000_004309","4.85934322863068 52.3251294758947",3
"943","TMX7316010203-000337_pano_0000_000260","4.95906189390328 52.3229238600313",2
"944","TMX7316010203-000337_pano_0000_000261","4.95902748577789 52.3229629927179",1
"945","TMX7316010203-000337_pano_0000_000262","4.95899293494616 52.3230017676296",1
"946","TMX7316010203-000227_pano_0001_000989","4.95909102968599 52.3386535355955",3
"947","TMX7316010203-000227_pano_0001_000998","4.96035107182777 52.3384535375087",2
"948","TMX7316010203-000227_pano_0001_001001","4.96076686865416 52.3383580017795",2
"949","TMX7316010203-000332_pano_0001_009990","4.94408778373163 52.3207451386305",1
"950","TMX7316010203-000258_pano_0002_003716","4.87600182165041 52.3555464645215",1
"951","TMX7316010203-000258_pano_0002_003718","4.8757516455866 52.3556317167038",1
"952","TMX7316010203-000258_pano_0002_003719","4.87561971854195 52.3556036067275",3
"953","TMX7316010203-000258_pano_0002_003721","4.87552358303566 52.3554246850176",4
"954","TMX7316010203-000258_pano_0002_003747","4.87194927950623 52.3545141721677",4
"955","TMX7316010203-000258_pano_0002_003749","4.8716892891421 52.3545716530913",4
