"","pano_id","geometry","direction"
"38","TMX7316010203-000247_pano_0000_000075","4.92056871152734 52.3739471697002",2
"39","TMX7316010203-000247_pano_0000_000076","4.92066817816571 52.3740144181572",2
"40","TMX7316010203-000257_pano_0000_003670","4.86553028421639 52.3277828832557",3
"41","TMX7316010203-000227_pano_0000_002468","4.88739903568283 52.3734216547776",1
"42","TMX7316010203-000227_pano_0000_002469","4.88727185929217 52.3734537504386",4
"43","TMX7316010203-000336_pano_0000_015788","4.93122265969899 52.309802287651",3
"44","TMX7316010203-000216_pano_0000_001533","4.87312104673822 52.3030236817853",4
"45","TMX7316010203-000307_pano_0001_004603","4.91289288124461 52.4029886329926",1
"46","TMX7316010203-000307_pano_0001_004613","4.9122230440637 52.4031782997922",1
"47","TMX7316010203-000336_pano_0000_015078","4.94597502337189 52.3005425207755",3
"48","TMX7316010203-000336_pano_0000_015079","4.94603986239689 52.300563482705",3
"49","TMX7316010203-000336_pano_0000_015083","4.94620538467224 52.3007036636257",2
"50","TMX7316010203-000336_pano_0000_015084","4.94620653409442 52.3007481996479",1
"51","TMX7316010203-000336_pano_0000_015085","4.94619248604179 52.3007920480152",1
"52","TMX7316010203-000333_pano_0000_004885","4.98915156513629 52.2997679478516",4
"53","TMX7316010203-000333_pano_0000_004886","4.98915197927858 52.2997228087054",3
"54","TMX7316010203-000333_pano_0000_004887","4.98915230717775 52.2996777819891",3
"55","TMX7316010203-000333_pano_0000_004889","4.98915355938024 52.2995877440327",4
"56","TMX7316010203-000333_pano_0000_004890","4.98915443317872 52.2995426627388",4
"57","TMX7316010203-000333_pano_0000_004891","4.98915545657278 52.2994975848648",3
"58","TMX7316010203-000333_pano_0000_004899","4.98916768440386 52.2991392078235",4
"59","TMX7316010203-000333_pano_0000_004900","4.98916996675185 52.2990946089003",4
"60","TMX7316010203-000333_pano_0000_004901","4.98917250651745 52.2990499623362",3
"61","TMX7316010203-000317_pano_0000_003527","4.88696449102214 52.4095476736159",1
"62","TMX7316010203-000317_pano_0000_003528","4.8869194924003 52.409582094599",1
"63","TMX7316010203-000336_pano_0000_012416","4.98999057313454 52.2908487300662",3
"64","TMX7316010203-000336_pano_0000_012417","4.99004481069102 52.2908150831302",2
"65","TMX7316010203-000336_pano_0000_015705","4.92823890130815 52.3086490684847",3
"66","TMX7316010203-000336_pano_0000_015706","4.92829445932629 52.3086775486084",3
"67","TMX7316010203-000336_pano_0000_015707","4.92835061046966 52.3087058825294",2
"68","TMX7316010203-000336_pano_0000_015708","4.9284066028904 52.308733775348",1
"69","TMX7316010203-000299_pano_0002_001313","4.95050551197073 52.3959100434735",1
"70","TMX7316010203-000299_pano_0002_001331","4.95140711594519 52.3972509232092",4
"71","TMX7316010203-000299_pano_0002_001332","4.95149557631417 52.3971628786102",2
"72","TMX7316010203-000225_pano_0008_000943","4.89274083032103 52.3811877675105",4
"73","TMX7316010203-000225_pano_0008_000951","4.89170401639004 52.3815476976789",4
"74","TMX7316010203-000252_pano_0000_002694","4.89748675185616 52.340958425985",1
"75","TMX7316010203-000321_pano_0000_002849","4.84274901361123 52.4020685676099",2
"76","TMX7316010203-000321_pano_0000_002850","4.84278805242732 52.402105855353",1
"77","TMX7316010203-000321_pano_0000_002851","4.84282568576526 52.4021439154009",2
"78","TMX7316010203-000321_pano_0000_002852","4.84286279058342 52.4021818649869",2
"79","TMX7316010203-000321_pano_0000_002853","4.84289975723868 52.4022202019856",1
"80","TMX7316010203-000321_pano_0000_002860","4.8427624929638 52.4022457250214",4
"81","TMX7316010203-000332_pano_0001_005645","4.91470255726945 52.3308236105104",2
"82","TMX7316010203-000332_pano_0001_005646","4.91466833870334 52.3308641544804",1
"83","TMX7316010203-000332_pano_0001_005647","4.9146343905895 52.3309046128621",2
"84","TMX7316010203-000332_pano_0001_005648","4.91459961487446 52.3309448448864",1
"85","TMX7316010203-000332_pano_0001_005651","4.91449009794044 52.3310636704581",2
"86","TMX7316010203-000289_pano_0001_001975","4.78338318370879 52.3616079637719",2
"87","TMX7316010203-000289_pano_0001_001977","4.78361320073998 52.3617212403194",3
"88","TMX7316010203-000289_pano_0001_001994","4.78578464873363 52.3624815189723",3
"89","TMX7316010203-000284_pano_0000_001415","4.79698070509568 52.3483394017955",2
"90","TMX7316010203-000284_pano_0000_001416","4.79690105858168 52.3484111208223",1
"91","TMX7316010203-000284_pano_0000_001425","4.79592043648065 52.3489339196726",2
"92","TMX7316010203-000284_pano_0000_001426","4.79582594151805 52.3489968809748",1
"93","TMX7316010203-000316_pano_0000_000291","4.8968305279798 52.4040667016728",2
"94","TMX7316010203-000261_pano_0000_000282","5.21567121988557 52.3718201226136",4
"95","TMX7316010203-000261_pano_0000_000283","5.21566976783368 52.3717318225961",4
"96","TMX7316010203-000261_pano_0000_000284","5.21568953847048 52.371644192319",3
"97","TMX7316010203-000261_pano_0000_000287","5.21579269859243 52.3713865859553",3
"98","TMX7316010203-000261_pano_0000_000290","5.21589717896229 52.3711298507425",3
"99","TMX7316010203-000261_pano_0000_000292","5.21596824206352 52.3709561943897",4
"100","TMX7316010203-000261_pano_0000_000295","5.21607548853912 52.3706909320746",3
"101","TMX7316010203-000337_pano_0000_001384","4.96253433300977 52.3216655874337",1
"102","TMX7316010203-000264_pano_0001_001583","4.84684725858633 52.3467265015551",3
"103","TMX7316010203-000264_pano_0001_001584","4.84699255849612 52.3467471245162",2
"104","TMX7316010203-000305_pano_0000_002002","4.81276055968924 52.3777183279339",4
"105","TMX7316010203-000305_pano_0000_002003","4.81273141947045 52.3776262642411",4
"106","TMX7316010203-000305_pano_0000_002005","4.8126832302139 52.3774410531661",4
"107","TMX7316010203-000305_pano_0000_002006","4.81266562948073 52.377348937942",3
"108","TMX7316010203-000305_pano_0000_002013","4.81248718184045 52.3767164943517",4
"109","TMX7316010203-000305_pano_0000_002014","4.81245761614819 52.3766222057896",4
"110","TMX7316010203-000305_pano_0000_002015","4.81243311519404 52.3765193691126",3
"111","TMX7316010203-000288_pano_0003_004079","4.83970463955615 52.3485611338653",4
"112","TMX7316010203-000288_pano_0003_004082","4.83951084828579 52.3483663820437",2
"113","TMX7316010203-000288_pano_0003_004094","4.8394839219492 52.3472848087077",4
"114","TMX7316010203-000288_pano_0003_004095","4.83946546472131 52.347196349271",4
"115","TMX7316010203-000288_pano_0003_004096","4.83942104736816 52.3471114962377",3
"116","TMX7316010203-000288_pano_0003_004099","4.83943799026768 52.3468573864773",4
"117","TMX7316010203-000288_pano_0003_004100","4.83947132288275 52.3467720468107",3
"118","TMX7316010203-000252_pano_0000_002271","4.89528989844186 52.3467533755564",3
"119","TMX7316010203-000252_pano_0000_002272","4.89543366867166 52.3467430635484",2
"120","TMX7316010203-000299_pano_0002_000651","4.95313238844426 52.3925789663401",4
"121","TMX7316010203-000259_pano_0008_001270","4.85745552087209 52.3461578498799",2
"122","TMX7316010203-000259_pano_0008_001013","4.85631248588713 52.3522917679855",3
"123","TMX7316010203-000259_pano_0008_001014","4.85627690268204 52.3523790710265",4
"124","TMX7316010203-000253_pano_0000_002356","4.87948468427891 52.3248528659407",1
"125","TMX7316010203-000255_pano_0000_003635","4.87599152286888 52.3440939942838",2
"126","TMX7316010203-000311_pano_0000_002900","4.89881501877298 52.4016818436078",3
"127","TMX7316010203-000311_pano_0000_002913","4.89889434850375 52.4017645475447",1
"128","TMX7316010203-000311_pano_0000_002914","4.89881507466149 52.4017683424942",4
"129","TMX7316010203-000259_pano_0008_001200","4.85619641750661 52.3523256456398",4
"130","TMX7316010203-000259_pano_0008_001201","4.85619709654558 52.3522379630544",3
"131","TMX7316010203-000259_pano_0008_001208","4.85642376686977 52.3516445489066",3
"132","TMX7316010203-000259_pano_0008_001223","4.85695763893405 52.3503250496007",4
"133","TMX7316010203-000285_pano_0000_001975","4.81212013161796 52.3450219075234",1
"134","TMX7316010203-000285_pano_0000_001976","4.81197269534029 52.3450179535827",4
"135","TMX7316010203-000285_pano_0000_001977","4.81182417504832 52.3450155015895",1
"136","TMX7316010203-000285_pano_0000_001978","4.81167591689977 52.345015091194",1
"137","TMX7316010203-000285_pano_0000_001979","4.81152880377789 52.3450116821793",4
"138","TMX7316010203-000285_pano_0000_001980","4.81138503379234 52.3449980739608",4
"139","TMX7316010203-000288_pano_0003_000886","4.83231689365462 52.3592359672612",3
"140","TMX7316010203-000220_pano_0001_000082","4.91906434232605 52.3637257896721",1
"141","TMX7316010203-000257_pano_0000_002391","4.88978552590385 52.3322205559148",4
"142","TMX7316010203-000335_pano_0000_006816","4.97577779167057 52.2996666018731",1
"143","TMX7316010203-000335_pano_0000_006817","4.97570826936282 52.2996553187437",1
"144","TMX7316010203-000335_pano_0000_006818","4.9756426368916 52.2996365818141",4
"145","TMX7316010203-000335_pano_0000_006819","4.97557874490774 52.2996152775367",1
"146","TMX7316010203-000335_pano_0000_006820","4.97551505884897 52.2995932503318",4
"147","TMX7316010203-000335_pano_0000_006821","4.9754514063991 52.2995716018037",4
"148","TMX7316010203-000321_pano_0000_000558","4.84845334351583 52.3989097146603",4
"149","TMX7316010203-000321_pano_0000_000560","4.8485078710624 52.3990014293914",2
"150","TMX7316010203-000321_pano_0000_000561","4.84853339879287 52.3990466835189",2
"151","TMX7316010203-000321_pano_0000_000562","4.84856601405559 52.3990900074017",1
"152","TMX7316010203-000323_pano_0000_006397","4.80841085540628 52.395243126799",1
"153","TMX7316010203-000242_pano_0000_003140","4.94371495483513 52.357808265868",1
"154","TMX7316010203-000242_pano_0000_003141","4.94357099552418 52.3578305941856",4
"155","TMX7316010203-000264_pano_0001_002625","4.85166185717712 52.351051688183",1
"156","TMX7316010203-000264_pano_0001_002627","4.8513683364791 52.3510460399475",1
"157","TMX7316010203-000264_pano_0001_002631","4.85078151853661 52.3510561169984",1
"158","TMX7316010203-000264_pano_0001_002633","4.85049206166107 52.351081317585",1
"159","TMX7316010203-000264_pano_0001_002635","4.85038913849841 52.3512408703349",2
"160","TMX7316010203-000264_pano_0001_002636","4.85039645856632 52.3513328857946",1
"161","TMX7316010203-000293_pano_0000_003847","4.83267846516212 52.3747510931697",4
"162","TMX7316010203-000293_pano_0000_003848","4.83265977309089 52.3746629389508",4
"163","TMX7316010203-000293_pano_0000_003872","4.83177517174841 52.372556616699",4
"164","TMX7316010203-000257_pano_0000_004154","4.88268491722899 52.3320649765155",3
"165","TMX7316010203-000257_pano_0000_004155","4.88283543181043 52.3320675916906",2
"166","TMX7316010203-000258_pano_0002_004257","4.88762271390791 52.3596290079821",3
"167","TMX7316010203-000258_pano_0002_004271","4.88887764163839 52.358621409598",3
"168","TMX7316010203-000258_pano_0002_004272","4.88898716488291 52.3585616427478",4
"169","TMX7316010203-000258_pano_0002_004273","4.88910010223347 52.3585050404561",2
"170","TMX7316010203-000258_pano_0002_004285","4.89063793382417 52.3580563132057",4
"171","TMX7316010203-000245_pano_0000_002936","4.94761311132012 52.3733345356512",3
"172","TMX7316010203-000299_pano_0002_000065","4.93552890262907 52.3996131438268",3
"173","TMX7316010203-000299_pano_0002_000080","4.9351521949592 52.3985995774567",4
"174","TMX7316010203-000299_pano_0002_000081","4.93527240062885 52.3985498122972",3
"175","TMX7316010203-000284_pano_0000_001348","4.79549453119559 52.3490527589019",4
"176","TMX7316010203-000284_pano_0000_001349","4.79558955095842 52.3489890996311",3
"177","TMX7316010203-000276_pano_0000_001621","4.87101043551834 52.3641514720142",3
"178","TMX7316010203-000335_pano_0000_004271","4.97367627336795 52.2966163947515",4
"179","TMX7316010203-000335_pano_0000_004272","4.97369490677803 52.2965700697138",3
"180","TMX7316010203-000335_pano_0000_004273","4.97371297896822 52.2965239285827",3
"181","TMX7316010203-000335_pano_0000_004281","4.97390547130015 52.2961622763149",4
"182","TMX7316010203-000335_pano_0000_004338","4.97388010686133 52.2960733609208",1
"183","TMX7316010203-000335_pano_0000_004339","4.97381084852756 52.2960569229394",4
"184","TMX7316010203-000335_pano_0000_004340","4.97374139141614 52.2960398160104",4
"185","TMX7316010203-000335_pano_0000_004341","4.97367210491556 52.296023140332",4
"186","TMX7316010203-000284_pano_0000_000446","4.79261561990644 52.3481912249684",3
"187","TMX7316010203-000284_pano_0000_000447","4.79267566543149 52.3482697233568",1
"188","TMX7316010203-000284_pano_0000_000458","4.79245581140997 52.3480886863816",1
"189","TMX7316010203-000283_pano_0000_001844","4.79990074753199 52.3581010147992",4
"190","TMX7316010203-000283_pano_0000_001845","4.80003842056216 52.3581279276745",3
"191","TMX7316010203-000283_pano_0000_001846","4.80017689105254 52.3581547200582",2
"192","TMX7316010203-000293_pano_0000_004922","4.81960878322401 52.3758150490565",3
"193","TMX7316010203-000258_pano_0002_002970","4.86782050566853 52.3552465247295",4
"194","TMX7316010203-000216_pano_0000_004435","4.87008721526328 52.2919549908739",2
"195","TMX7316010203-000216_pano_0000_004452","4.87109651495875 52.2933917758808",1
"196","TMX7316010203-000279_pano_0000_005762","4.84719127187121 52.3920144396161",3
"197","TMX7316010203-000249_pano_0000_000146","4.93197901904505 52.3660138254792",1
"198","TMX7316010203-000249_pano_0000_000147","4.93211636955457 52.3660284463676",3
"199","TMX7316010203-000302_pano_0001_002921","4.80629440913856 52.3747788760332",1
"200","TMX7316010203-000302_pano_0001_002922","4.80614967474509 52.374794352535",4
"201","TMX7316010203-000302_pano_0001_002923","4.80602707056684 52.3748409602798",4
"202","TMX7316010203-000302_pano_0001_002924","4.80599886826875 52.3749258982103",2
"203","TMX7316010203-000302_pano_0001_002925","4.80601229323408 52.3750162210222",1
"204","TMX7316010203-000302_pano_0001_002932","4.80618221023774 52.3756390207181",2
"205","TMX7316010203-000302_pano_0001_002933","4.80621099990513 52.3757255890447",1
"206","TMX7316010203-000225_pano_0008_000810","4.89447210260892 52.3804323982446",4
"207","TMX7316010203-000253_pano_0000_003166","4.88423723342136 52.3249351194388",1
"208","TMX7316010203-000253_pano_0000_003167","4.88409067653325 52.3249323336828",4
"209","TMX7316010203-000253_pano_0000_003168","4.88394499719371 52.3249294837251",1
"210","TMX7316010203-000253_pano_0000_003169","4.88379890077677 52.324926636332",4
"211","TMX7316010203-000253_pano_0000_003170","4.88365231403803 52.3249241479482",1
"212","TMX7316010203-000253_pano_0000_003171","4.88350608169888 52.3249214790748",4
"213","TMX7316010203-000253_pano_0000_003174","4.88306682451092 52.3249137857049",1
"214","TMX7316010203-000253_pano_0000_003175","4.88292018239224 52.3249108899276",4
"215","TMX7316010203-000253_pano_0000_003176","4.88277413608311 52.324907574806",4
"216","TMX7316010203-000253_pano_0000_003177","4.88262815959499 52.3249041091862",1
"217","TMX7316010203-000253_pano_0000_003178","4.88248147529583 52.3249010958709",4
"218","TMX7316010203-000253_pano_0000_003179","4.88233486271157 52.3248981508832",4
"219","TMX7316010203-000253_pano_0000_003187","4.88116459580929 52.324875447082",1
"220","TMX7316010203-000253_pano_0000_003188","4.88101833704776 52.3248728379703",4
"221","TMX7316010203-000253_pano_0000_003189","4.88087157513948 52.3248698696636",4
"222","TMX7316010203-000279_pano_0000_005816","4.85484448387682 52.3918607567664",3
"223","TMX7316010203-000279_pano_0000_005817","4.85498950262436 52.3918719253319",2
"224","TMX7316010203-000279_pano_0000_005820","4.85542510513128 52.3919102172095",3
"225","TMX7316010203-000279_pano_0000_005822","4.85571637225378 52.391932351635",2
"226","TMX7316010203-000279_pano_0000_005823","4.85586282334837 52.3919422098586",3
"227","TMX7316010203-000302_pano_0001_003728","4.81394577946181 52.3745318642063",1
"228","TMX7316010203-000311_pano_0000_002795","4.89746968849758 52.4027444344143",2
"229","TMX7316010203-000311_pano_0000_002796","4.89741087747018 52.4027720078415",1
"230","TMX7316010203-000311_pano_0000_002797","4.89735195254543 52.4027997091856",4
"231","TMX7316010203-000311_pano_0000_002798","4.89729288724322 52.4028274998982",2
"232","TMX7316010203-000311_pano_0000_002799","4.89723412561871 52.402855087714",1
"233","TMX7316010203-000311_pano_0000_002800","4.89717505828145 52.4028826185292",4
"234","TMX7316010203-000311_pano_0000_002801","4.89711576420276 52.402910213045",3
"235","TMX7316010203-000284_pano_0000_001317","4.79342932653686 52.3501980736022",2
"236","TMX7316010203-000255_pano_0000_003298","4.86808980505848 52.343754612595",2
"237","TMX7316010203-000255_pano_0000_003299","4.86806741810279 52.3438430346244",1
"238","TMX7316010203-000255_pano_0000_003303","4.86794555569348 52.3441992529573",2
"239","TMX7316010203-000255_pano_0000_003304","4.86789253951043 52.3442864087065",1
"240","TMX7316010203-000255_pano_0000_003306","4.86783575775806 52.3444667989579",2
"241","TMX7316010203-000255_pano_0000_003307","4.86780117528476 52.344556817931",1
"242","TMX7316010203-000264_pano_0001_001435","4.84670600708616 52.3471592773329",4
"243","TMX7316010203-000332_pano_0001_003413","4.92802463824404 52.3277544771516",1
"244","TMX7316010203-000283_pano_0000_000019","4.7868364353629 52.3488973780484",4
"245","TMX7316010203-000283_pano_0000_000020","4.78675968346613 52.3488207510311",4
"246","TMX7316010203-000283_pano_0000_000027","4.78592390878533 52.3484988610641",1
"247","TMX7316010203-000283_pano_0000_000028","4.78577708886998 52.3484904517242",4
"248","TMX7316010203-000283_pano_0000_000029","4.78562915614884 52.3484923682403",4
"249","TMX7316010203-000316_pano_0000_000214","4.89438539120898 52.4060594447254",3
"250","TMX7316010203-000321_pano_0000_005551","4.83232171242693 52.3879314355609",3
"251","TMX7316010203-000259_pano_0006_000066","4.87051738663375 52.3562070155586",4
"252","TMX7316010203-000259_pano_0006_000067","4.87048967136567 52.356117246759",3
"253","TMX7316010203-000259_pano_0006_000068","4.87043578308383 52.3560173321482",2
"254","TMX7316010203-000259_pano_0006_000086","4.86808961959015 52.3553460001868",1
"255","TMX7316010203-000259_pano_0006_000087","4.86797028209663 52.3552982699777",4
"256","TMX7316010203-000259_pano_0006_000088","4.8678919416016 52.3552283977591",2
"257","TMX7316010203-000259_pano_0006_000089","4.8678710428612 52.3551455242646",3
"258","TMX7316010203-000259_pano_0006_000090","4.86794834939874 52.3551012139875",3
"259","TMX7316010203-000259_pano_0006_000091","4.86806659163305 52.3551540050728",1
"260","TMX7316010203-000259_pano_0006_000092","4.86814606750391 52.3552316431881",1
"261","TMX7316010203-000253_pano_0000_001262","4.87421073305471 52.3246155365844",3
"262","TMX7316010203-000316_pano_0000_000791","4.89684716235395 52.4053896826052",3
"263","TMX7316010203-000316_pano_0000_000792","4.89690707147344 52.4053621791642",2
"264","TMX7316010203-000323_pano_0000_007488","4.79462150745741 52.3978544154739",1
"265","TMX7316010203-000323_pano_0000_007490","4.7944735366145 52.3978540490026",4
"266","TMX7316010203-000323_pano_0000_007494","4.79417739470593 52.3978524284248",1
"267","TMX7316010203-000227_pano_0001_000208","4.89826439160269 52.3772138653651",4
"268","TMX7316010203-000227_pano_0001_000209","4.89834525734143 52.3771393503224",2
"269","TMX7316010203-000335_pano_0000_005880","4.97368589289158 52.2959840101105",3
"270","TMX7316010203-000335_pano_0000_005882","4.97381606241352 52.2959963802987",3
"271","TMX7316010203-000335_pano_0000_005883","4.97388642681398 52.2960030970193",2
"272","TMX7316010203-000335_pano_0000_005886","4.97409993670046 52.2960417294088",2
"273","TMX7316010203-000335_pano_0000_005887","4.97416854987111 52.2960583958165",3
"274","TMX7316010203-000335_pano_0000_005888","4.97423651984248 52.2960755077505",2
"275","TMX7316010203-000324_pano_0000_008379","4.99200901786987 52.3018970089211",3
"276","TMX7316010203-000324_pano_0000_008380","4.99208143540099 52.3018944169435",2
"277","TMX7316010203-000276_pano_0000_001503","4.86465726710846 52.3630877628101",2
"278","TMX7316010203-000315_pano_0000_002635","4.8578214806305 52.4081438965722",2
"279","TMX7316010203-000321_pano_0000_000087","4.83649750935006 52.3937390398215",2
"280","TMX7316010203-000321_pano_0000_000134","4.83635315837214 52.395850722938",4
"281","TMX7316010203-000249_pano_0000_002127","4.92554663371927 52.3456612052208",3
"282","TMX7316010203-000258_pano_0002_001318","4.89093408144601 52.3513693585411",2
"283","TMX7316010203-000258_pano_0002_001320","4.89122081901521 52.3513995378095",4
"284","TMX7316010203-000233_pano_0002_001101","4.9488641791584 52.3421562492689",3
"285","TMX7316010203-000233_pano_0002_001102","4.94900023833739 52.342128529456",2
"286","TMX7316010203-000254_pano_0001_000408","4.91767422840921 52.3478871853484",2
"287","TMX7316010203-000231_pano_0002_000446","4.93667180829352 52.3611631587662",2
"288","TMX7316010203-000305_pano_0000_002795","4.81749851027611 52.3833794856713",3
"289","TMX7316010203-000305_pano_0000_002799","4.81806553951911 52.3833937890394",3
"290","TMX7316010203-000305_pano_0000_002800","4.81821147208044 52.3833816565096",2
"291","TMX7316010203-000305_pano_0000_002803","4.81855832221512 52.3832190714146",1
"292","TMX7316010203-000305_pano_0000_002814","4.81899497776118 52.3838054539937",2
"293","TMX7316010203-000275_pano_0000_001114","4.8485880021719 52.3818678692833",4
"294","TMX7316010203-000275_pano_0000_001124","4.84713711156155 52.381837956194",1
"295","TMX7316010203-000275_pano_0000_001125","4.84699150871482 52.3818374034431",4
"296","TMX7316010203-000280_pano_0000_002808","4.86967598819253 52.3754340049099",2
"297","TMX7316010203-000280_pano_0000_002811","4.87006586110568 52.3753150957756",4
"298","TMX7316010203-000280_pano_0000_002812","4.87019818435246 52.3752790217799",2
"299","TMX7316010203-000280_pano_0000_002064","4.87548704908657 52.3787175382486",2
"300","TMX7316010203-000280_pano_0000_002065","4.87549494843441 52.3788070292109",2
"301","TMX7316010203-000280_pano_0000_002066","4.87544647537891 52.3788898953286",1
"302","TMX7316010203-000280_pano_0000_002067","4.8753658201317 52.3789629174969",2
"303","TMX7316010203-000274_pano_0002_000750","4.86250420788562 52.3778145119979",3
"304","TMX7316010203-000274_pano_0002_000751","4.86258483177573 52.3778863855644",2
"305","TMX7316010203-000274_pano_0002_000752","4.8625657763179 52.3779752278824",1
"306","TMX7316010203-000259_pano_0009_000183","4.92770085458777 52.3465745728949",3
"307","TMX7316010203-000259_pano_0009_000184","4.92760303034357 52.3466420046855",3
"308","TMX7316010203-000286_pano_0000_000251","4.8159023522456 52.3502285309998",4
"309","TMX7316010203-000302_pano_0001_000585","4.79771910751633 52.3804264235583",3
"310","TMX7316010203-000302_pano_0001_000586","4.79785899030903 52.3804294124166",3
"311","TMX7316010203-000279_pano_0000_001480","4.84458708045842 52.40341497181",1
"312","TMX7316010203-000241_pano_0000_003357","4.98081183984004 52.3630119162108",1
"313","TMX7316010203-000242_pano_0000_000016","4.93857653077747 52.3468543845879",1
"314","TMX7316010203-000242_pano_0000_000017","4.93846590251832 52.3467950195139",4
"315","TMX7316010203-000288_pano_0002_000047","4.82228545212366 52.3606665595769",2
"316","TMX7316010203-000224_pano_0000_002445","4.89313743201628 52.3855008867409",3
"317","TMX7316010203-000224_pano_0000_002446","4.89315771240281 52.385410894701",4
"318","TMX7316010203-000249_pano_0000_003289","4.91503071014284 52.3448217836799",4
"319","TMX7316010203-000249_pano_0000_003290","4.91508137063445 52.3447414115116",3
"320","TMX7316010203-000263_pano_0001_002881","4.86390216800345 52.3472691757333",2
"321","TMX7316010203-000263_pano_0001_002882","4.86385995023678 52.3473449454681",1
"322","TMX7316010203-000274_pano_0002_002439","4.86384140124944 52.3748722787218",1
"323","TMX7316010203-000220_pano_0001_001335","4.915735541451 52.3651057948817",2
"324","TMX7316010203-000220_pano_0001_001336","4.91560837316003 52.365152392754",4
"325","TMX7316010203-000264_pano_0001_002874","4.85040805298755 52.3548852284136",2
"326","TMX7316010203-000264_pano_0001_002875","4.85037541105561 52.3549733582266",2
"327","TMX7316010203-000264_pano_0001_002876","4.85037627271501 52.3550623896465",1
"328","TMX7316010203-000264_pano_0001_002880","4.85036362093876 52.3554177277472",2
"329","TMX7316010203-000264_pano_0001_002881","4.85038000818028 52.3555038094609",2
"330","TMX7316010203-000264_pano_0001_002907","4.85033827024732 52.3560862410623",1
"331","TMX7316010203-000264_pano_0001_002908","4.85027453084359 52.3560088718727",4
"332","TMX7316010203-000264_pano_0001_002909","4.85027382061607 52.3559193728846",3
"333","TMX7316010203-000258_pano_0002_003326","4.87513476678673 52.358408365546",4
"334","TMX7316010203-000258_pano_0002_003355","4.87507425850602 52.3583939799941",4
"335","TMX7316010203-000307_pano_0000_002221","4.91332235351148 52.3942490333646",2
"336","TMX7316010203-000307_pano_0000_002222","4.91329235906721 52.3942884114477",1
"337","TMX7316010203-000307_pano_0000_002223","4.91326600807447 52.3943276374817",4
"338","TMX7316010203-000264_pano_0001_002854","4.85325452808672 52.3548808338389",3
"339","TMX7316010203-000252_pano_0000_003150","4.89526020188787 52.3492665099478",2
"340","TMX7316010203-000321_pano_0000_006984","4.84335760841064 52.3919904062654",1
"341","TMX7316010203-000321_pano_0000_006985","4.84328671036054 52.3919817198654",4
