traffic_sign_id_short;traffic_sign_id_long;description;division;image_url;law_url
J5;J05;S-bocht(en), eerst naar links;Waarschuwing;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27692.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
J6;J06;Steile helling;Waarschuwing;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27693.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
J7;J07;Gevaarlijke daling;Waarschuwing;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27694.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
J8;J08;Gevaarlijk kruispunt;Waarschuwing;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27695.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
J9;J09;Rotonde;Waarschuwing;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27697.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
J10;J10;Overweg met slagbomen;Waarschuwing;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27698.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
J11;J11;Overweg zonder slagbomen;Waarschuwing;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27701.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
J12;J12;Overweg met enkel spoor;Waarschuwing;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27702.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
J13;J13;Overweg met twee of meer sporen;Waarschuwing;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27703.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
J14;J14;Tram(kruising);Waarschuwing;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27704.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
J15;J15;Beweegbare brug;Waarschuwing;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27705.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
J16;J16;Werk in uitvoering;Waarschuwing;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27707.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
J17;J17;Rijbaanversmalling;Waarschuwing;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27708.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
J18;J18;Rijbaanversmalling rechts;Waarschuwing;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27709.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
J19;J19;Rijbaanversmalling links;Waarschuwing;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27710.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
J20;J20;Slipgevaar;Waarschuwing;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27712.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
J21;J21;Kinderen;Waarschuwing;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27713.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
J22;J22;Voetgangersoversteekplaats;Waarschuwing;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27715.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
J23;J23;Voetgangers;Waarschuwing;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27716.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
J24;J24;Fietsers en bromfietsers;Waarschuwing;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27718.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
J25;J25;Losliggende stenen;Waarschuwing;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27719.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
J26;J26;Kade of rivieroever;Waarschuwing;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27720.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
J27;J27;Groot wild;Waarschuwing;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27721.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
J28;J28;Vee;Waarschuwing;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27722.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
J29;J29;Tegenliggers;Waarschuwing;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27723.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
J30;J30;Laagvliegende vliegtuigen;Waarschuwing;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27725.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
J31;J31;Zijwind;Waarschuwing;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27726.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
J32;J32;Verkeerslichten;Waarschuwing;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27727.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
J33;J33;File;Waarschuwing;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27728.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
J34;J34;Ongeval;Waarschuwing;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=53258.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
J35;J35;Slecht zicht door sneeuw, regen of mist;Waarschuwing;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27729.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
J36;J36;IJzel of sneeuw;Waarschuwing;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27730.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
J37;J37;Gevaar (de aard van het gevaar is aangegeven op het onderbord;Waarschuwing;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27731.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
J38;J38;Verkeersdrempel;Waarschuwing;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=69760.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
J39;J39;Waarschuwing voor elektrische in- en uitschuifbare paal in de rijbaan (poller) waarmee toegankelijkheid van straten en gebieden kan worden geregeld.;Waarschuwing;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=250761.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
K1;K01;Lage beslissingwegwijzer langs autosnelweg voor de doorgaande richting, met interlokale doelen en routenummer autosnelweg;Bewegwijzering;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27732.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
K2;K02;Voorwegwijzer langs autosnelweg voor de afgaande richting, met afstandaanduiding, afritnummer, interlokale doelen (bovenste doel = afritnaam), verwijzing naar vliegveld/luchthaven en routenummer niet-autosnelweg;Bewegwijzering;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27733.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
K3;K03;Beslissingswegwijzer langs autosnelweg voor de afgaande richting naar een verzorginsgsplaats, met de naam van de parkeerplaats en symbolen die de aard van de voorzieningen aangeven;Bewegwijzering;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=246893.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
K4;K04;Hoge beslissingswegwijzer langs autosnelweg met rijstrookpaneel voor de doorgaande richting en aftakkingspaneel voor de afgaande richting, met interlokale doelen, routenummers autosnelwegen en Europese hoofdroutes;Bewegwijzering;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27734.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
K5;K05;Voorwegwijzer langs niet-autosnelweg, met interlokale doelen, routenummers, viaductsymbool en aanduiding industrieterrein;Bewegwijzering;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27735.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
K6;K06;Beslissingswegwijzer langs niet-autosnelweg met interlokale doelen en routenummer niet-autosnelweg;Bewegwijzering;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=246894.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
K7;K07;Wegwijzer voor fietsers en bromfietsers (handwijzer), met lokaal doel, interlokaal doel, stedelijk fietsroutenummer (boven), en met interlokale doelen en interlokaal fietsroutenummer (onder);Bewegwijzering;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27736.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
K8;K08;Wegwijzer voor fietsers en bromfietsers (stapelbord), met interlokale doelen en een via een alternatieve route te bereiken doel (cursief);Bewegwijzering;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27737.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
K9;K09;Omleiding. Maatregel op voorwegwijzer langs niet-autosnelweg;Bewegwijzering;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27738.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
K10;K10;Voorwegwijzer binnen de bebouwde kom met interlokaal doel, lokaal doel, een dagrecreatiecentrum, objecten en stadsroutenummers;Bewegwijzering;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27739.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
K11;K11;Voorsorteren op niet-autosnelweg. Bord met interlokale doelen, routenummers en verwijzing naar autosnelweg;Bewegwijzering;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27740.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
K12;K12;Wijkwegwijzer binnen de bebouwde kom, met wijknamen (in verkeersgebieden);Bewegwijzering;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27741.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
K13;K13;Wijkwegwijzer binnen de bebouwde kom, met wijknummers (in verkeersgebieden);Bewegwijzering;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27742.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
K14;K14;Route voor het vervoer van bepaalde gevaarlijke stoffen;Bewegwijzering;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27743.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
L1;L01;Hoogte onderdoorgang;Informatie;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27746.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
L2;L02;Voetgangersoversteekplaats;Informatie;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27747.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
L3;L03;Bushalte / tramhalte;Informatie;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=250762.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
L4;L04;Voorsorteren;Informatie;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=250763.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
L5;L05;Einde rijstrook;Informatie;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=250764.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
L6;L06;Splitsing;Informatie;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27749.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
L7;L07;Aantal doorgaande rijstroken;Informatie;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27750.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
L8;L08;Doodlopende weg;Informatie;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27751.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
L9;L09;Vooraanduiding doodlopende weg;Informatie;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27752.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
L10;L10;Vooraanduiding verkeersmaatregel voor de aangegeven richting;Informatie;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27753.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
L11;L11;Verkeersbord geldt alleen voor de aangegeven rijstrook/rijstroken;Informatie;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27754.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
L12;L12;Verkeersbord geldt alleen voor de aangegeven rijstrook;Informatie;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27755.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
L13;L13;verkeerstunnel;Informatie;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27756.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
L14;L14;Vluchthaven;Informatie;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=27757.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
L15;L15;Vluchthaven voorzien van een noodtelefoon en brandblusapparaat;Informatie;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=239092.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
L16;L16;Noodtelefoon;Informatie;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=239093.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
L17;L17;Brandblusapparaat;Informatie;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=239094.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
L18;L18;Noodtelefoon en brandblusapparaat;Informatie;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=239095.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
L19;L19;Dichtstbijzijnde uitgang of twee dichtstbijzijnde uitgangen in de op het bord aangegeven richting en afstand;Informatie;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=239096.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
L20;L20;Uitwijkplaats rechts van de weg;Informatie;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=239097.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
L21;L21;Uitwijkplaats links van de weg;Informatie;http://wetten.overheid.nl/afbeelding?toestandid=BWBR0004825/2017-07-01_0&naam=239098.png;http://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2017-07-01&g=2017-07-01
